hi	model
22.8742	MeanShift
22.8832	MeanShift
22.8832	MeanShift
22.9082	MeanShift
22.9153	MeanShift
22.9688	MeanShift
22.9769	MeanShift
23.0316	MeanShift
23.0316	MeanShift
23.0738	MeanShift
23.0738	MeanShift
23.0791	MeanShift
23.0854	MeanShift
23.0965	MeanShift
23.1299	MeanShift
23.1299	MeanShift
23.1342	MeanShift
23.1473	MeanShift
23.1944	MeanShift
23.3288	MeanShift
23.4741	MeanShift
23.4741	MeanShift
23.5814	MeanShift
23.5836	MeanShift
23.6514	MeanShift
23.6514	MeanShift
23.849	MeanShift
23.8774	MeanShift
23.8921	MeanShift
23.8921	MeanShift
23.8986	MeanShift
23.926	MeanShift
23.94	MeanShift
23.9405	MeanShift
23.9494	MeanShift
23.9944	MeanShift
24.0604	MeanShift
24.3019	MeanShift
24.4568	MeanShift
24.4687	MeanShift
24.5186	MeanShift
24.5522	MeanShift
24.6108	MeanShift
24.6722	MeanShift
24.6894	MeanShift
24.6894	MeanShift
24.7709	MeanShift
24.8385	MeanShift
24.8744	MeanShift
25.0772	MeanShift
25.1299	MeanShift
25.1299	MeanShift
25.1837	MeanShift
25.256	MeanShift
25.2696	MeanShift
25.2927	MeanShift
25.3008	MeanShift
25.3011	MeanShift
25.3311	MeanShift
25.4199	MeanShift
25.5652	MeanShift
25.5665	MeanShift
25.5789	MeanShift
25.5945	MeanShift
25.6272	MeanShift
25.6418	MeanShift
25.6477	MeanShift
25.6555	MeanShift
25.6574	MeanShift
25.7128	MeanShift
25.7485	MeanShift
25.869	MeanShift
25.8702	MeanShift
25.8745	MeanShift
25.9064	MeanShift
25.9445	MeanShift
26.0106	MeanShift
26.0493	MeanShift
26.0858	MeanShift
26.1109	MeanShift
26.1464	MeanShift
26.2629	MeanShift
26.4568	MeanShift
26.4949	MeanShift
26.5127	MeanShift
26.6089	MeanShift
26.6152	MeanShift
26.6394	MeanShift
26.6493	MeanShift
26.8331	MeanShift
26.8533	MeanShift
27.0027	MeanShift
27.0951	MeanShift
27.126	MeanShift
27.126	MeanShift
27.126	MeanShift
27.2591	MeanShift
27.31	MeanShift
27.3838	MeanShift
27.4793	MeanShift
27.5625	MeanShift
27.5935	MeanShift
27.8519	MeanShift
27.8519	MeanShift
27.8561	MeanShift
27.9407	MeanShift
27.9407	MeanShift
28.1851	MeanShift
28.5252	MeanShift
28.8898	MeanShift
29.1605	MeanShift
29.3633	MeanShift
29.444	MeanShift
29.7281	MeanShift
29.8006	MeanShift
29.8202	MeanShift
30.3606	MeanShift
30.3903	MeanShift
32.5136	MeanShift
33.5119	MeanShift
33.7784	MeanShift
2.3527	Birch
2.7686	Birch
2.7686	Birch
3.3381	Birch
4.3144	Birch
4.6532	Birch
4.6532	Birch
5.1589	Birch
6.1062	Birch
6.2369	Birch
6.2369	Birch
6.3969	Birch
6.7211	Birch
6.7211	Birch
6.9833	Birch
6.9833	Birch
7.0354	Birch
7.0354	Birch
7.0642	Birch
7.0642	Birch
8.3212	Birch
8.6111	Birch
8.8018	Birch
9.0678	Birch
9.1912	Birch
9.1912	Birch
9.2685	Birch
9.381	Birch
9.4004	Birch
9.5379	Birch
9.5959	Birch
10.5647	Birch
10.6822	Birch
11.8257	Birch
12.0879	Birch
12.1642	Birch
12.5928	Birch
12.7969	Birch
12.8241	Birch
12.8386	Birch
12.8477	Birch
12.934	Birch
12.934	Birch
12.9949	Birch
13.5496	Birch
13.5496	Birch
13.6036	Birch
13.9467	Birch
14.0719	Birch
14.6271	Birch
14.8228	Birch
14.8864	Birch
14.8947	Birch
14.9842	Birch
14.9842	Birch
15.0662	Birch
15.0691	Birch
15.241	Birch
15.2579	Birch
15.2591	Birch
15.2939	Birch
15.2962	Birch
15.3188	Birch
15.3828	Birch
15.4953	Birch
15.5579	Birch
15.5579	Birch
15.5738	Birch
15.5936	Birch
15.6189	Birch
15.6421	Birch
15.9719	Birch
15.9781	Birch
15.9963	Birch
16.0046	Birch
16.0571	Birch
16.0571	Birch
16.0776	Birch
16.2213	Birch
16.2213	Birch
16.2364	Birch
16.2475	Birch
16.2696	Birch
16.2895	Birch
16.3578	Birch
16.3895	Birch
16.4049	Birch
16.4814	Birch
16.5025	Birch
16.5068	Birch
16.5068	Birch
16.6252	Birch
16.6887	Birch
16.7182	Birch
16.7731	Birch
16.7731	Birch
16.7903	Birch
16.8069	Birch
16.808	Birch
16.8222	Birch
16.8852	Birch
16.9001	Birch
16.9187	Birch
16.9497	Birch
17.0292	Birch
17.0332	Birch
17.2098	Birch
17.2098	Birch
17.2182	Birch
17.2182	Birch
17.2182	Birch
17.324	Birch
17.3717	Birch
17.3884	Birch
17.411	Birch
17.5033	Birch
17.5251	Birch
17.577	Birch
17.5892	Birch
17.5905	Birch
17.5909	Birch
17.6053	Birch
17.6089	Birch
17.6336	Birch
17.774	Birch
17.7847	Birch
17.7847	Birch
17.8838	Birch
17.9389	Birch
17.9727	Birch
18.0819	Birch
18.1182	Birch
18.1264	Birch
18.3513	Birch
18.4242	Birch
18.4451	Birch
18.4739	Birch
18.5249	Birch
18.5436	Birch
18.6337	Birch
18.6696	Birch
18.7931	Birch
18.8085	Birch
18.8966	Birch
18.924	Birch
19.1122	Birch
19.1286	Birch
19.1614	Birch
19.1614	Birch
19.2466	Birch
19.3933	Birch
19.4985	Birch
19.4985	Birch
19.5513	Birch
19.5513	Birch
19.5927	Birch
19.5927	Birch
19.5974	Birch
19.6136	Birch
19.6136	Birch
19.6335	Birch
19.6336	Birch
19.6908	Birch
19.7372	Birch
19.7437	Birch
19.8351	Birch
19.8351	Birch
19.9268	Birch
19.9414	Birch
19.9566	Birch
20.0055	Birch
20.0055	Birch
20.0805	Birch
20.0837	Birch
20.1088	Birch
20.1205	Birch
20.1205	Birch
20.1525	Birch
20.1611	Birch
20.1831	Birch
20.286	Birch
20.3613	Birch
20.403	Birch
20.4458	Birch
20.4458	Birch
20.4822	Birch
20.616	Birch
20.6475	Birch
20.7027	Birch
20.7239	Birch
20.8372	Birch
20.8372	Birch
20.8908	Birch
20.9957	Birch
21.1786	Birch
21.1786	Birch
21.25	Birch
21.3233	Birch
21.3479	Birch
21.3718	Birch
21.4838	Birch
21.5088	Birch
21.5307	Birch
21.5307	Birch
21.6253	Birch
21.644	Birch
21.6798	Birch
21.6869	Birch
21.7634	Birch
21.7644	Birch
21.7879	Birch
21.817	Birch
21.8897	Birch
21.9417	Birch
21.9516	Birch
21.9769	Birch
21.9845	Birch
21.9845	Birch
22.0147	Birch
22.0353	Birch
22.0365	Birch
22.0949	Birch
22.1113	Birch
22.1314	Birch
22.1453	Birch
22.1521	Birch
22.2866	Birch
22.2881	Birch
22.3087	Birch
22.3087	Birch
22.3117	Birch
22.3179	Birch
22.3447	Birch
22.345	Birch
22.3626	Birch
22.3651	Birch
22.4443	Birch
22.4711	Birch
22.4711	Birch
22.5313	Birch
22.5681	Birch
22.5705	Birch
22.5844	Birch
22.6428	Birch
22.6428	Birch
22.7566	Birch
22.8411	Birch
22.8742	Birch
22.8832	Birch
22.8832	Birch
22.9082	Birch
22.9153	Birch
22.9688	Birch
22.9769	Birch
23.0316	Birch
23.0316	Birch
23.0738	Birch
23.0738	Birch
23.0791	Birch
23.0854	Birch
23.0965	Birch
23.1299	Birch
23.1299	Birch
23.1342	Birch
23.1473	Birch
23.1944	Birch
23.3288	Birch
23.4741	Birch
23.4741	Birch
23.5814	Birch
23.5836	Birch
23.6514	Birch
23.6514	Birch
23.849	Birch
23.8774	Birch
23.8921	Birch
23.8921	Birch
23.8986	Birch
23.926	Birch
23.94	Birch
23.9405	Birch
23.9494	Birch
23.9944	Birch
24.0604	Birch
24.3019	Birch
24.4568	Birch
24.4687	Birch
24.5186	Birch
24.5522	Birch
24.6108	Birch
24.6722	Birch
24.6894	Birch
24.6894	Birch
24.7709	Birch
24.8385	Birch
24.8744	Birch
25.0772	Birch
25.1299	Birch
25.1299	Birch
25.1837	Birch
25.256	Birch
25.2696	Birch
25.2927	Birch
25.3008	Birch
25.3011	Birch
25.3311	Birch
25.4199	Birch
25.5652	Birch
25.5665	Birch
25.5789	Birch
25.5945	Birch
25.6272	Birch
25.6418	Birch
25.6477	Birch
25.6555	Birch
25.6574	Birch
25.7128	Birch
25.7485	Birch
25.869	Birch
25.8702	Birch
25.8745	Birch
25.9064	Birch
25.9445	Birch
26.0106	Birch
26.0493	Birch
26.0858	Birch
26.1109	Birch
26.1464	Birch
26.2629	Birch
26.4568	Birch
26.4949	Birch
26.5127	Birch
26.6089	Birch
26.6152	Birch
26.6394	Birch
26.6493	Birch
26.8331	Birch
26.8533	Birch
27.0027	Birch
27.0951	Birch
27.126	Birch
27.126	Birch
27.126	Birch
27.2591	Birch
27.31	Birch
27.3838	Birch
27.4793	Birch
27.5625	Birch
27.5935	Birch
27.8519	Birch
27.8519	Birch
27.8561	Birch
27.9407	Birch
27.9407	Birch
28.1851	Birch
28.5252	Birch
28.8898	Birch
29.1605	Birch
29.3633	Birch
29.444	Birch
29.7281	Birch
29.8006	Birch
29.8202	Birch
30.3606	Birch
30.3903	Birch
32.5136	Birch
33.5119	Birch
33.7784	Birch
