type	hi
sip	17.22
sip	18.28
sip	18.61
sip	17
sip	18.43
sip	16.45
sip	16.29
sip	18.12
sip	17.07
sip	16.17
sip	18.02
sip	18.38
sip	18.02
sip	19.76
sip	18.28
sip	17.51
sip	17.85
sip	16.81
sip	16.86
sip	17.17
sip	18.02
sip	18.28
sip	18.28
sip	16.03
sip	17
sip	18.43
sip	16.29
sip	17.33
sip	18.61
sip	17.32
sip	15.91
sip	15.04
sip	15.85
sip	18.28
sip	20.34
sip	18.43
sip	17
sip	17.92
sip	18.8
sip	18.28
sip	19.62
sip	18.28
sip	17.09
sip	18.5
sip	17.22
sip	17.47
sip	17.22
sip	18.28
sip	18.05
sip	18.05
sip	17.38
sip	18.71
sip	16.45
sip	16.29
sip	18.53
sip	18.61
sip	18.43
sip	17
sip	18.32
sip	17.49
sip	15.86
sip	18.64
sip	18.53
sip	17.24
sip	18.62
sip	20.19
sip	17
sip	18.43
sip	17.22
sip	17.22
sip	17.82
sip	16.85
sip	18.12
sip	16.82
sip	16.54
sip	17.09
sip	17
sip	18.43
sip	17.22
sip	17.22
sip	18.12
sip	17.81
sip	18.28
sip	17.38
sip	16.29
sip	20.45
sip	17.56
sip	16.29
sip	16.62
sip	18.28
sip	16.03
sip	17.8
sip	18.5
sip	19.41
sip	18.61
sip	17.69
sip	16.17
sip	18.28
sip	19.62
sip	18.28
sip	16.78
sip	18.28
sip	20.41
sip	21.12
sip	17.22
sip	17.47
sip	17.22
sip	18.19
sip	18.28
sip	16.81
sip	16.86
sip	18.28
sip	17.69
sip	17.95
sip	16.85
sip	18.28
sip	18.28
sip	18.43
sip	17
sip	18.28
sip	20.48
sip	18.28
sip	17.22
sip	17.47
sip	17.22
sip	16.29
sip	16.64
sip	18.05
sip	18.28
sip	16.57
sip	18.75
sip	17
sip	18.43
sip	20.84
sip	18.28
sip	18.28
sip	18.28
sip	18.28
sip	19.27
sip	17
sip	17.89
sip	18.28
sip	19.21
sip	22.58
sip	18.32
sip	17.49
sip	19.63
sip	17.09
sip	15.81
sip	19.5
sip	18.69
sip	18.01
sip	17.4
sip	16.39
sip	15.99
sip	17.49
sip	17.1
sip	19.34
sip	18.42
sip	15.44
sip	19.34
sip	17.35
sip	17.58
sip	21.24
sip	18.22
sip	17.49
sip	16.68
sip	17.69
sip	17.63
sip	17.58
sip	17.49
sip	16.6
sip	15.44
sip	15.44
sip	16.12
sip	15.52
sip	17.09
sip	20.3
sip	17.49
sip	17.1
sip	17.44
sip	16.31
sip	16.15
sip	17.6
sip	17.25
sip	14.36
sip	16.5
sip	16.06
sip	16.29
sip	18.52
sip	17.85
sip	16.67
sip	18.05
sip	17.88
sip	17.53
sip	17.43
sip	14.36
sip	16.5
sip	15.41
sip	17.58
sip	19.81
sip	18.35
sip	22.25
sip	19.08
sip	18.33
sip	20.84
sip	20.69
sip	16.73
sip	17.32
sip	18.5
sip	18.66
sip	17.49
sip	17.1
sip	18.92
sip	19.34
sip	15.29
sip	17.97
sip	14.36
sip	16.5
sip	16.6
sip	19.34
sip	16.15
sip	18.98
sip	16.29
sip	18.12
sip	17.71
sip	16.94
sip	16.36
sip	19.95
sip	19.96
sip	21.4
sip	17.32
sip	18.5
sip	17.38
sip	17.68
sip	17.14
sip	16.29
sip	18.12
sip	17.71
sip	17.94
sip	16.62
sip	15.63
sip	16.11
sip	15.75
sip	18.5
sip	18.11
sip	21.72
sip	15.8
sip	17.79
sip	14.36
sip	16.5
sip	17.56
sip	18.21
sip	16.17
sip	17.56
sip	18.03
sip	18.29
sip	17.5
sip	18.69
sip	18.03
sip	17.16
sip	19.87
sip	16.29
sip	18.12
sip	17.71
sip	13.53
sip	15.17
sip	19.43
sip	16.93
sip	18.54
sip	15.44
sip	18.91
sip	16.37
sip	20.25
sip	19.34
sip	16.76
sip	14.43
sip	19.63
sip	16.29
sip	18.05
sip	17.3
sip	19.34
sip	18.46
sip	18.05
sip	16.29
sip	16.96
sip	18.03
sip	18.64
sip	16.29
sip	18.12
sip	17.71
sip	18.2
sip	18.67
sip	17.4
sip	17.09
sip	18.77
sip	18.64
sip	19.53
sip	15.44
sip	18.29
sip	18.45
sip	16.54
sip	19.84
sip	18.64
sip	19.39
sip	17.69
sip	16.17
sip	19.43
sip	17.16
sip	16.43
sip	17.8
sip	17.01
sip	14.36
sip	16.5
sip	16.29
sip	15.53
sip	17.01
sip	16.92
sip	16.15
sip	16.41
sip	16.48
sip	16.73
sip	17.56
sip	18.22
sip	17.49
sip	16.73
sip	16.15
sip	18.54
sip	19.34
sip	16.29
sip	16.85
sip	18.31
sip	15.49
sip	19.17
sip	16.23
sip	18.64
sip	16.15
sip	17.56
sip	16.11
sip	18.05
sip	17.09
sip	15.81
sip	17.92
sip	15.64
sip	17.97
sip	19.17
sip	16.23
sip	18.64
sip	17.69
sip	16.17
sip	16.29
sip	18.12
sip	17.71
sip	16.3
sip	18.35
sip	15.77
sip	18.05
sip	15.47
sip	16.92
sip	16.34
sip	16.62
sip	17.62
sip	17.81
sip	16.18
sip	16.15
sip	16.62
sip	17.29
sip	15.99
sip	19.76
sip	17.16
sip	16.29
sip	18.05
sip	14.36
sip	16.5
sip	19.9
sip	17.32
sip	18.5
sip	18.62
sip	15.63
sip	16.11
sip	17.43
sip	18.2
sip	17.26
sip	17.63
sip	14.36
sip	16.5
sip	15.71
sip	18.09
sip	17.33
sip	18.19
sip	16.18
sip	17.32
sip	18.5
sip	18.71
sip	15.77
sip	15.77
sip	18.29
sip	17.65
sip	19.28
sip	16.8
sip	17.85
sip	16.69
sip	19.51
sip	19.23
sip	18.71
sip	21.4
sip	17.11
sip	16.17
sip	17.22
sip	16.17
sip	18.05
sip	18.69
sip	17.58
sip	18.05
sip	18.67
sip	18.54
sip	17.09
sip	17.09
sip	17.4
sip	17.55
sip	17.16
sip	17.09
sip	16.15
sip	16.21
sip	18.05
sip	19.28
sip	16.11
sip	19.38
sip	17.2
sip	18.83
sip	18.97
sip	16.82
sip	17.2
sip	18.83
sip	18.97
sip	16.19
sip	16.81
sip	17.09
sip	18.28
sip	15.68
sip	18.89
sip	16.48
sip	19.07
sip	15.95
sip	17.49
sip	16.99
sip	17.22
sip	18.73
sip	16.8
sip	17.58
sip	18.67
sip	17.67
sip	17.74
sip	15.7
sip	16.41
sip	16.29
sip	16.85
sip	17
sip	16.69
sip	17.61
sip	17.22
sip	17.63
sip	15.68
sip	18.89
sip	16.48
sip	17.75
sip	16.91
sip	15.44
sip	17.92
sip	17.69
sip	17.72
sip	16.29
sip	18.72
sip	18.2
sip	18.15
sip	18.28
sip	20.84
sip	18.6
sip	19.34
sip	17.51
sip	19.38
sip	17.58
sip	18.67
sip	17.2
sip	18.83
sip	18.97
sip	18.29
sip	16.06
sip	18.29
sip	15.81
sip	17.2
sip	18.83
sip	18.97
sip	15.96
sip	16.85
sip	16.81
sip	19.46
sip	15.98
sip	17.32
sip	20.45
sip	18.2
sip	17.69
sip	16.29
sip	18.05
sip	17.49
sip	17.1
sip	17.25
sip	16.15
sip	17.58
sip	17.41
sip	18.67
sip	16.91
sip	17.35
sip	16.29
sip	15.55
sip	16.29
sip	16.15
sip	17.87
sip	17.09
sip	17.49
sip	17.82
sip	18.94
sip	16.79
sip	16.29
sip	17.81
sip	16.29
sip	19.74
sip	16.87
sip	19.2
sip	18.2
sip	18.05
sip	16.85
sip	17.09
sip	15.95
sip	17.76
sip	17.58
sip	17.58
sip	18.05
sip	17.56
sip	16.29
sip	16.85
sip	17.67
sip	17.22
sip	17.47
sip	17.22
sip	15.67
sip	15.87
sip	17.2
sip	18.83
sip	18.97
sip	17.58
sip	18.28
sip	19.12
sip	18.05
sip	18.04
sip	18.2
sip	17.49
sip	17.49
sip	16.99
sip	18.67
sip	17.32
sip	17.35
sip	17.09
sip	16.78
sip	17.58
sip	18.05
sip	16.81
sip	17.62
sip	18.58
sip	16.85
sip	19.46
sip	16.17
sip	16.54
sip	17.09
sip	18.21
sip	18.43
sip	17
sip	17.49
sip	16.93
sip	18.28
sip	17.69
sip	16.17
sip	18.2
sip	20.81
sip	20.35
sip	18.61
sip	16.17
sip	18.28
sip	17.22
sip	16.01
sip	16.32
sip	16.01
sip	16.32
sip	15.95
sip	16.15
sip	17.69
sip	16.17
sip	15.79
sip	18.71
sip	18.8
sip	18.67
sip	18.62
sip	17.4
sip	18.42
sip	16.17
sip	17.82
sip	17
sip	21.22
sip	16.46
sip	16.6
sip	18.01
sip	17.9
sip	17.69
sip	16.17
sip	17.09
sip	20.59
sip	18.5
sip	16.29
sip	16.17
sip	17.69
sip	16.17
sip	17.14
sip	16.04
sip	17.71
sip	17.82
sip	15.61
sip	17.49
sip	19.6
sip	21.36
sip	18.68
sip	18.52
sip	17.82
sip	18.77
sip	20.16
sip	18.57
sip	14.41
sip	17.69
sip	16.17
sip	17.69
sip	16.17
sip	17.69
sip	16.17
sip	18.53
sip	18.5
sip	16.29
sip	16.17
sip	18.74
sip	14.94
sip	17.82
sip	17.69
sip	16.17
sip	19.51
sip	19.23
sip	18.71
sip	21.4
sip	18.28
sip	19.51
sip	18.71
sip	19.23
sip	17.69
sip	16.17
sip	18.83
sip	15.84
sip	19.6
sip	21.36
sip	17.22
sip	18.5
sip	16.29
sip	16.17
sip	17.69
sip	16.17
sip	15.97
sip	18.2
sip	17.09
sip	16.29
sip	17.25
sip	16.67
sip	16.17
sip	15.84
sip	16.03
sip	16.91
sip	17.69
sip	16.17
sip	18.5
sip	16.29
sip	16.17
sip	18.66
sip	17.82
sip	17.69
sip	16.17
sip	17.69
sip	16.17
sip	16.01
sip	16.32
sip	18.5
sip	16.29
sip	16.17
sip	19.17
sip	15.29
sip	17.4
sip	19.07
sip	16.89
sip	15.69
sip	16.17
sip	17.49
sip	17.69
sip	16.17
sip	17.65
sip	17.09
sip	16.01
sip	16.32
sip	17.69
sip	16.17
sip	18.42
sip	18.5
sip	16.29
sip	16.17
sip	17.69
sip	16.17
sip	16.76
sip	19.69
sip	17.69
sip	16.17
sip	17.69
sip	16.17
sip	18.53
sip	17.49
sip	15.67
sip	17.49
sip	21.17
sip	17.49
sip	17.69
sip	16.17
sip	17.49
sip	17.69
sip	16.17
sip	16.37
sip	17.67
sip	16.01
sip	16.32
sip	19.61
sip	17.49
sip	18.13
sip	16.12
sip	18.62
sip	18.28
sip	16.03
sip	18.92
sip	16.15
sip	17.49
sip	17.49
sip	18.15
sip	19.59
sip	18.24
sip	17.49
sip	18.2
sip	17.49
sip	17.55
sip	18.38
sip	18.53
sip	16.86
sip	17.82
sip	16.81
sip	17.35
sip	19.39
sip	18.8
sip	18.18
sip	16.03
sip	15.47
sip	18.47
sip	17.51
sip	17.52
sip	18.24
sip	16.29
sip	17.78
sip	16.91
sip	18.87
sip	16.15
sip	17.15
sip	18.28
sip	20.41
sip	21.64
sip	17.49
sip	18.05
sip	18.62
sip	17
sip	16.06
sip	17.26
sip	16.17
sip	15.59
sip	18.05
sip	16.35
sip	17.49
sip	17.49
sip	14.3
sip	17.49
sip	16.02
sip	18.18
sip	18.47
sip	17.49
sip	16.73
sip	18.05
sip	17.36
sip	17.98
sip	17.22
sip	18.41
sip	18
sip	22.3
sip	20.84
sip	15.17
sip	18.28
sip	20.72
sip	19.21
sip	19.08
sip	24.16
sip	17.06
sip	19.49
sip	18.28
sip	19.24
sip	18.18
sip	14.3
sip	17.49
sip	17.53
sip	17.77
sip	18.05
sip	16.73
sip	18.28
sip	16.72
sip	17.49
sip	18.05
sip	18.5
sip	18.05
sip	23.94
sip	17.49
sip	17.31
sip	16.37
sip	16.81
sip	16.17
sip	18.18
sip	17.87
sip	18.5
sip	21.03
sip	18.32
sip	17.49
sip	17.79
sip	15.65
sip	16.86
sip	18.24
sip	17.49
sip	18.05
sip	16.72
sip	16.79
sip	16.81
sip	19.57
sip	18.05
sip	18.4
sip	17.49
sip	18.2
sip	16.81
sip	17.49
sip	20.21
sip	16.08
sip	16.29
sip	16.85
sip	16.99
sip	18.58
sip	16.06
sip	17.07
sip	17.67
sip	17.54
sip	14.75
sip	16.29
sip	15.87
sip	16.69
sip	18.2
sip	18.2
sip	16.29
sip	16.85
sip	17.72
sip	18.48
sip	19.69
sip	16.81
sip	17.88
sip	17.63
sip	18.99
sip	16.29
sip	16.85
sip	18.86
sip	16.96
sip	16.68
sip	16.73
sip	17.74
sip	17.63
sip	17.67
sip	16.85
sip	16.29
sip	17
sip	17.94
sip	16.29
sip	19.33
sip	16.85
sip	17.07
sip	16.29
sip	17.36
sip	18.16
sip	18.56
sip	17.09
sip	16.06
sip	16.69
sip	15.98
sip	17.32
sip	17.35
sip	16.85
sip	17.67
sip	17.49
sip	16.63
sip	17.69
sip	16.17
sip	16.29
sip	16.85
sip	18.05
sip	17.78
sip	16.85
sip	16.29
sip	16.85
sip	18.05
sip	16.85
sip	16.54
sip	16.35
sip	15.99
sip	17.72
sip	17.69
sip	16.17
sip	16.29
sip	16.85
sip	18.2
sip	16.54
sip	17.09
sip	18.82
sip	18.6
sip	17.22
sip	19.01
sip	16.29
sip	18.05
sip	20.41
sip	18.35
sip	16.95
sip	15.93
sip	16.46
sip	18.51
sip	16.29
sip	16.85
sip	17.67
sip	16.43
sip	15.75
sip	17.78
sip	16.62
sip	16.85
sip	16.29
sip	17.54
sip	14.75
sip	16.29
sip	15.87
sip	16.85
sip	16.48
sip	15.44
sip	15.98
sip	16.18
sip	15.75
sip	16.81
sip	18
sip	17.46
sip	17.69
sip	18.23
sip	15.56
sip	17.18
sip	19.69
sip	16.29
sip	18.9
sip	18.2
sip	17.46
sip	16.78
sip	18.12
sip	16.73
sip	19.34
sip	16.81
sip	18.39
sip	16.29
sip	18.93
sip	15.75
sip	19.01
sip	17.09
sip	18.05
sip	17.51
sip	16.73
sip	17.05
sip	16.85
sip	16.57
sip	21.04
sip	16.76
sip	16.29
sip	16.85
sip	17.67
sip	17.69
sip	16.17
sip	15.98
sip	20.63
sip	16.81
sip	15.98
sip	16.85
sip	17.09
sip	17.72
sip	16.29
sip	16.85
sip	17.09
sip	18.26
sip	16.19
sip	16.15
sip	16.29
sip	16.85
sip	16.86
sip	16.11
sip	17.04
sip	18.43
sip	17.16
sip	18.1
sip	16.04
sip	16.17
sip	16.99
sip	18.67
sip	17.16
sip	17.09
sip	16.68
sip	19.79
sip	17.05
sip	16.87
sip	16.99
sip	16.73
sip	16.15
sip	17.35
sip	16.29
sip	21.04
sip	18.05
sip	16.7
sip	16.63
sip	17.94
sip	18.28
sip	17.42
sip	18.05
sip	16.29
sip	16.85
sip	18.58
sip	16.29
sip	17.67
sip	16.85
sip	18.28
sip	18.26
sip	17.51
sip	16.19
sip	16.15
sip	17.36
sip	16.44
sip	16.17
sip	17.79
sip	15.99
sip	16.07
sip	16.17
sip	17.16
sip	17.69
sip	18.96
sip	17.47
sip	17.22
sip	17.22
sip	17.49
sip	18.2
sip	18.28
sip	17.49
sip	16.73
sip	16.78
sip	16.81
sip	18.28
sip	18.28
sip	16.15
sip	18.28
sip	17.45
sip	17.17
sip	18.24
sip	18.28
sip	17.31
sip	18.28
sip	17.62
sip	18.5
sip	17.49
sip	15.56
sip	18.28
sip	16.76
sip	17.22
sip	17.4
sip	18.28
sip	19.62
sip	17.8
sip	16.17
sip	18.28
sip	18.28
sip	18.28
sip	19.62
sip	18.28
sip	19.12
sip	17.29
sip	19.81
sip	18.28
sip	17.29
sip	19.81
sip	18.28
sip	17.4
sip	18.28
sip	19.62
sip	17.78
sip	18.28
sip	18.28
sip	15.98
sip	18.1
sip	16.8
sip	18.28
sip	18.28
sip	18.28
sip	16.03
sip	15.65
sip	18.28
sip	19.62
sip	17.98
sip	19.31
sip	16.81
sip	17.29
sip	19.81
sip	18.2
sip	19.37
sip	19.89
sip	19.37
sip	18.28
sip	19.62
sip	16.73
sip	17.69
sip	16.17
sip	18.2
sip	18.28
sip	17.16
sip	18.28
sip	17.68
sip	17.28
sip	17.29
sip	19.81
sip	18.04
sip	17.22
sip	19.81
sip	18.28
sip	16.82
sip	18.8
sip	19.86
sip	16.95
sip	14.75
sip	20.64
sip	16.73
sip	17.29
sip	19.81
sip	16.86
sip	18.28
sip	16.29
sip	17.29
sip	19.81
sip	17.8
sip	16.17
sip	17.69
sip	16.17
sip	18.71
sip	18.28
sip	19.62
sip	18.28
sip	19.08
sip	16.17
sip	17.8
sip	18.28
sip	19.62
sip	17.29
sip	19.81
sip	18.28
sip	19.62
sip	18.28
sip	17.12
sip	16.15
sip	18.28
sip	16.57
sip	16.17
sip	20.56
sip	18.04
sip	17.3
sip	16.86
sip	16.09
sip	15.5
sip	16.29
sip	18.29
sip	18.93
sip	18.53
sip	19.37
sip	19.89
sip	19.37
sip	18.85
sip	16.73
sip	17.69
sip	16.17
sip	18.28
sip	16.73
sip	17.88
sip	18.04
sip	17.22
sip	17.29
sip	19.81
sip	21.15
sip	15.77
sip	18.78
sip	18.9
sip	21.68
sip	19.86
sip	17.88
sip	15.94
sip	17.65
sip	18.76
sip	16.29
sip	16.64
sip	17.87
sip	21.05
sip	21.78
sip	17.19
sip	17.25
sip	18.05
sip	21.21
sip	18
sip	16.95
sip	17.88
sip	16.88
sip	18.14
sip	17.49
sip	18.07
sip	15.5
sip	16.29
sip	17.49
sip	16.01
sip	16.95
sip	18.61
sip	17.11
sip	17.72
sip	19.28
sip	16.29
sip	16.54
sip	16.54
sip	18.4
sip	19.86
sip	16.95
sip	18.61
sip	19.55
sip	16.81
sip	17.09
sip	18.5
sip	16.38
sip	18.14
sip	17.49
sip	16.57
sip	16.17
sip	16.85
sip	16.81
sip	16.06
sip	17.87
sip	17.04
sip	18.18
sip	17.88
sip	18.11
sip	19.05
sip	18.13
sip	17.69
sip	17.08
sip	18.81
sip	17.57
sip	19.11
sip	18.27
sip	18.14
sip	17.49
sip	15.43
sip	17.22
sip	18
sip	19.21
sip	19.21
sip	17.58
sip	19.19
sip	17.16
sip	16.15
sip	19.28
sip	19.51
sip	19.23
sip	17.69
sip	16.17
sip	16.39
sip	19.92
sip	15.75
sip	18.05
sip	18.6
sip	20.28
sip	16.86
sip	18.68
sip	18.05
sip	19.5
sip	22.2
sip	17.65
sip	16.85
sip	16.81
sip	19.21
sip	18
sip	19.25
sip	19.21
sip	17.49
sip	18.1
sip	18.28
sip	16.81
sip	18.43
sip	18.28
sip	18.28
sip	18.53
sip	17.42
sip	16.17
sip	16.17
sip	16.81
sip	18.43
sip	18.2
sip	18.28
sip	17.75
sip	17.37
sip	16.71
sip	18.67
sip	18.61
sip	18.05
sip	18.32
sip	16.85
sip	17.75
sip	17.77
sip	16.81
sip	18.03
sip	17.99
sip	20.81
sip	16.79
sip	18.2
sip	15.61
sip	19.14
sip	18.19
sip	16.63
sip	18.15
sip	21.03
sip	18.91
sip	17.69
sip	17.46
sip	17.8
sip	16.8
sip	18.12
sip	17.09
sip	19.23
sip	18.71
sip	21.4
sip	17.45
sip	19.45
sip	18.78
sip	16.71
sip	18.94
sip	17.42
sip	17.8
sip	16.54
sip	17.09
sip	16.71
sip	17.49
sip	17.09
sip	17.8
sip	19.33
sip	18.15
sip	18.01
sip	17.09
sip	17.74
sip	16.83
sip	19.2
sip	17.22
sip	17.09
sip	17
sip	16.62
sip	15.92
sip	17.48
sip	14.73
sip	15.83
sip	17.7
sip	18.28
sip	18.82
sip	17.16
sip	19.69
sip	17.09
sip	16.93
sip	17.65
sip	19.69
sip	18.28
sip	16.8
sip	18.12
sip	18.43
sip	16.79
sip	17.42
sip	16.54
sip	17.09
sip	16.71
sip	18.94
sip	17.42
sip	18.78
sip	18.65
sip	17.09
sip	16.29
sip	16.67
sip	15.92
sip	19.01
sip	16.8
sip	19.32
sip	17.52
sip	17.96
sip	17.09
sip	16.29
sip	19.51
sip	17.16
sip	16.81
sip	18.69
sip	15.8
sip	14.55
sip	16.35
sip	18.2
sip	16.98
sip	17.51
sip	18.61
sip	19.59
sip	19.51
sip	19.23
sip	18.71
sip	21.4
sip	18.28
sip	19.41
sip	16.96
sip	18.77
sip	16.16
sip	17.22
sip	17.22
sip	17.16
sip	19.9
sip	17.98
sip	18.05
sip	17.42
sip	16.17
sip	17.09
sip	18.26
sip	16.29
sip	17.69
sip	16.79
sip	17.6
sip	15.4
sip	19.51
sip	19.23
sip	18.71
sip	21.4
sip	17.49
sip	21.4
sip	19.13
sip	17.69
sip	18
sip	17.98
sip	18.43
sip	19.07
sip	17.52
sip	18.46
sip	19.08
sip	21.24
sip	24.22
sip	17.63
sip	20.85
sip	19.95
sip	20.87
sip	19.96
sip	18.78
sip	18.43
sip	15.95
sip	16.17
sip	18.36
sip	17.09
sip	17.49
sip	16.29
sip	17.78
sip	18.4
sip	16.78
sip	18.97
sip	19.51
sip	19.23
sip	21.4
sip	18.41
sip	18.61
sip	18.45
sip	16.58
sip	16.17
sip	17.45
sip	17.53
sip	18.67
sip	17.49
sip	17.82
sip	16.88
sip	17.69
sip	16.17
sip	15.63
sip	16.29
sip	18.05
sip	23.13
sip	18.72
sip	19.07
sip	18.62
sip	18.41
sip	18.56
sip	19.57
sip	18.71
sip	18.43
sip	16.06
sip	18.43
sip	19.51
sip	21.13
sip	19.23
sip	18.71
sip	21.4
sip	17.72
sip	17.52
sip	16.58
sip	16.17
sip	17.08
sip	16.48
sip	19.51
sip	16.44
sip	16.17
sip	16.58
sip	16.17
sip	17.93
sip	19.51
sip	19.23
sip	18.71
sip	17.69
sip	17.51
sip	17.49
sip	16.06
sip	15.93
sip	21.4
sip	15.21
sip	17.49
sip	17.49
sip	21.38
sip	18.98
sip	18.78
sip	18.43
sip	21.13
sip	19.21
sip	16.37
sip	16.24
sip	16.29
sip	18.14
sip	19.07
sip	17.52
sip	18.46
sip	19.08
sip	21.24
sip	24.22
sip	17.88
sip	18.43
sip	17.5
sip	20.38
sip	16.68
sip	18.2
sip	16.29
sip	16.17
sip	16.29
sip	20.37
sip	15.3
sip	17.49
sip	19.51
sip	19.23
sip	18.71
sip	21.4
sip	17.09
sip	16.67
sip	21.3
sip	18.78
sip	18.43
sip	16.24
sip	18.14
sip	17.67
sip	17.25
sip	17.49
sip	19.1
sip	19.7
sip	17.49
sip	19.51
sip	18.71
sip	19.23
sip	17.7
sip	17.7
sip	18.78
sip	18.43
sip	17.31
sip	18.08
sip	17.5
sip	17.69
sip	16.17
sip	17.75
sip	17.49
sip	19.51
sip	21.13
sip	19.23
sip	18.71
sip	21.4
sip	18.78
sip	18.43
sip	17.01
sip	17.49
sip	17.84
sip	16.07
sip	18.75
sip	17.99
sip	18.78
sip	18.43
sip	19.07
sip	21.4
sip	16.73
sip	16.22
sip	14.83
sip	18.61
sip	19.51
sip	21.13
sip	19.23
sip	18.71
sip	21.4
sip	17.88
sip	17.72
sip	18.21
sip	17.65
sip	17.69
sip	18.43
sip	17.03
sip	19.26
sip	17.37
sip	16.15
sip	17.52
sip	17.49
sip	18.43
sip	17.5
sip	17.3
sip	16.86
sip	17.69
sip	16.17
sip	16.68
sip	18.71
sip	18.43
sip	15.3
sip	15.69
sip	16.66
sip	17.06
sip	17.18
sip	15.73
sip	20.35
sip	18.08
sip	18.28
sip	17.04
sip	18.18
sip	18.39
sip	21.09
sip	16.99
sip	17.69
sip	16.73
sip	17.69
sip	16.17
sip	19.78
sip	18.75
sip	18.28
sip	17.65
sip	17.05
sip	17.91
sip	19.62
sip	19.08
sip	20.19
sip	20.19
sip	19.08
sip	17.41
sip	15.47
sip	18.73
sip	16.86
sip	16.46
sip	16.85
sip	19.69
sip	17.52
sip	18.43
sip	16.29
sip	16.62
sip	17.69
sip	16.17
sip	21.52
sip	19.45
sip	16.93
sip	17.3
sip	16.86
sip	17.49
sip	18.24
sip	17.69
sip	18.04
sip	19.7
sip	15.59
sip	18.43
sip	18.78
sip	16.51
sip	17.94
sip	18.43
sip	17.49
sip	17.49
sip	17.8
sip	17.2
sip	15.99
sip	18.29
sip	17.69
sip	16.17
sip	17.69
sip	16.17
sip	18.28
sip	18.05
sip	17.5
sip	19.41
sip	18.28
sip	17.5
sip	18.2
sip	16.29
sip	16.17
sip	17.63
sip	19.14
sip	17.49
sip	17.68
sip	17.06
sip	17.05
sip	17.69
sip	16.17
sip	16.63
sip	14.71
sip	15.71
sip	18.84
sip	18.84
sip	17.3
sip	16.86
sip	17.3
sip	16.86
sip	16.78
sip	18.28
sip	17.32
sip	17.69
sip	16.17
sip	15.98
sip	16.85
sip	15.89
sip	16.64
sip	18.43
sip	17.63
sip	19.41
sip	18.69
sip	19.28
sip	17.27
sip	20.44
sip	21.37
sip	17.22
sip	17.22
sip	15.44
sip	17.95
sip	16.85
sip	15.27
sip	17.18
sip	15.59
sip	17.49
sip	17.38
sip	18.01
sip	15.73
sip	14.36
sip	16.06
sip	16.5
sip	15.63
sip	16.73
sip	18.48
sip	16.35
sip	15.3
sip	17.72
sip	18.28
sip	18.48
sip	17.88
sip	15.84
sip	18.28
sip	17.09
sip	17.6
sip	16.17
sip	19.1
sip	17.49
sip	16.8
sip	18.12
sip	17.72
sip	18.28
sip	18.48
sip	17.56
sip	20.72
sip	18.72
sip	16.75
sip	16.75
sip	17.21
sip	16.29
sip	17.09
sip	17.8
sip	16.69
sip	16.54
sip	17.09
sip	15.99
sip	17.72
sip	18.48
sip	20.72
sip	21.73
sip	17.72
sip	20.97
sip	17.66
sip	17.18
sip	17.37
sip	16.76
sip	20.19
sip	18.28
sip	19.62
sip	19.24
sip	18.61
sip	16.29
sip	18.2
sip	19.61
sip	20.07
sip	18.28
sip	18.28
sip	17.8
sip	14.48
sip	15.33
sip	17.72
sip	18.28
sip	18.48
sip	17.36
sip	17.8
sip	16.69
sip	18.84
sip	18.57
sip	17.45
sip	21.24
sip	19.21
sip	21.24
sip	21.24
sip	21.24
sip	20.19
sip	18.2
sip	15.75
sip	16.14
sip	17.49
sip	15.84
sip	17.93
sip	16.2
sip	18.72
sip	16.75
sip	16.75
sip	20.61
sip	17.37
sip	16.76
sip	17.36
sip	19.21
sip	18.89
sip	18.65
sip	19.92
sip	17.33
sip	18.1
sip	16.15
sip	19.78
sip	16.54
sip	17.09
sip	18.48
sip	17.09
sip	16.07
sip	17.85
sip	17.49
sip	18.48
sip	18.28
sip	16.03
sip	19.62
sip	19.24
sip	18.38
sip	18.22
sip	17.69
sip	18.28
sip	18.48
sip	17.72
sip	18.28
sip	18.48
sip	16.67
sip	18.48
sip	19.42
sip	17.09
sip	17.33
sip	18.77
sip	16.31
sip	17.49
sip	20.61
sip	17.2
sip	18.28
sip	15.84
sip	17.16
sip	18.1
sip	20.61
sip	16.76
sip	17.49
sip	18.28
sip	19.62
sip	19.24
sip	18.4
sip	19.83
sip	17.62
sip	17.32
sip	16.35
sip	18.2
sip	18.28
sip	17.52
sip	18.9
sip	20.19
sip	18.12
sip	20.85
sip	21.42
sip	20.65
sip	20.19
sip	17.95
sip	16.79
sip	16.68
sip	17.96
sip	18.05
sip	19.28
sip	20.61
sip	17.62
sip	14.24
sip	18.56
sip	18.36
sip	18.61
sip	17.58
sip	18.05
sip	17.16
sip	16.29
sip	16.17
sip	18.58
sip	15.66
sip	14.51
sip	20.19
sip	20.19
sip	16.85
sip	16.97
sip	16.85
sip	17.82
sip	18.58
sip	17.72
sip	20.19
sip	17.76
sip	18.4
sip	16.67
sip	17.56
sip	17.22
sip	18.36
sip	16.14
sip	17.49
sip	17.1
sip	23.03
sip	20.19
sip	17.81
sip	17.65
sip	19.33
sip	17.09
sip	17.59
sip	16.17
sip	16.11
sip	16.63
sip	16.11
sip	15.23
sip	16.27
sip	16.87
sip	17.09
sip	16.15
sip	18.74
sip	19.33
sip	18.54
sip	18.05
sip	18.05
sip	20.19
sip	20.19
sip	21.67
sip	20.85
sip	16.54
sip	17.09
sip	20.19
sip	19.48
sip	16.85
