contig_length	completeness	type	type2
39865	96.2	SdPs-L	SdPs
36421	100	SdPs-L	SdPs
22132	47.3	SdPs-S	SdPs
40476	100	SdPs-L	SdPs
48283	100	SdPs-L	SdPs
35340	100	SdPs-L	SdPs
41137	100	SdPs-L	SdPs
39559	100	SdPs-L	SdPs
41747	100	SdPs-L	SdPs
40492	96.57	SdPs-L	SdPs
16013	36.54	SdPs-S	SdPs
38719	100	SdPs-L	SdPs
47679	100	SdPs-L	SdPs
36278	86.74	SdPs-L	SdPs
32182	91.49	SdPs-L	SdPs
48320	100	SdPs-L	SdPs
53412	97.58	SdPs-L	SdPs
27742	62.61	SdPs-S	SdPs
41747	100	SdPs-L	SdPs
42149	99.34	SdPs-L	SdPs
44788	97.22	SdPs-L	SdPs
39860	100	SdPs-L	SdPs
22001	50.99	SdPs-S	SdPs
35674	100	SdPs-L	SdPs
47093	90.15	SdPs-L	SdPs
10565	89.76	SdPs-S	SdPs
27742	62.61	SdPs-S	SdPs
52355	76.35	SdPs-L	SdPs
46115	100	SdPs-L	SdPs
34393	89.35	SdPs-L	SdPs
34393	89.35	SdPs-L	SdPs
47314	100	SdPs-L	SdPs
39865	96.2	SdPs-L	SdPs
22131	47.3	SdPs-S	SdPs
40476	100	SdPs-L	SdPs
54263	100	SdPs-L	SdPs
17764	29.25	SdPs-S	SdPs
31068	100	SdPs-L	SdPs
41013	100	SdPs-L	SdPs
16058	34.11	SdPs-S	SdPs
20652	55.69	SdPs-S	SdPs
57927	100	SdPs-L	SdPs
41747	100	SdPs-L	SdPs
57475	100	SdPs-L	SdPs
46244	93.63	SdPs-L	SdPs
27742	62.61	SdPs-S	SdPs
36362	100	SdPs-L	SdPs
47314	100	SdPs-L	SdPs
39865	96.2	SdPs-L	SdPs
36421	100	SdPs-L	SdPs
22132	47.3	SdPs-S	SdPs
40476	100	SdPs-L	SdPs
41747	100	SdPs-L	SdPs
30731	90.19	SdPs-L	SdPs
41808	100	SdPs-L	SdPs
42913	100	SdPs-L	SdPs
37698	94.79	SdPs-L	SdPs
29572	100	SdPs-S	SdPs
36853	100	SdPs-L	SdPs
37550	84.87	SdPs-L	SdPs
40492	96.57	SdPs-L	SdPs
39429	100	SdPs-L	SdPs
16013	36.54	SdPs-S	SdPs
47678	100	SdPs-L	SdPs
48284	100	SdPs-L	SdPs
35341	100	SdPs-L	SdPs
41137	100	SdPs-L	SdPs
39559	100	SdPs-L	SdPs
41410	100	SdPs-L	SdPs
8757	17.05	SdPs-S	SdPs
32308	100	SdPs-L	SdPs
87394	100	SdPs-L	SdPs
40492	96.57	SdPs-L	SdPs
39429	100	SdPs-L	SdPs
16013	36.54	SdPs-S	SdPs
47678	100	SdPs-L	SdPs
39670	98.66	SdPs-L	SdPs
47522	100	SdPs-L	SdPs
55847	100	SdPs-L	SdPs
61846	94.22	SdPs-L	SdPs
56184	100	SdPs-L	SdPs
14377	38.2	SdPs-S	SdPs
23224	51.91	SdPs-S	SdPs
32074	100	SdPs-L	SdPs
50804	100	SdPs-L	SdPs
41435	100	SdPs-L	SdPs
37954	82.85	SdPs-L	SdPs
14198	19.9	SdPs-S	SdPs
40660	100	SdPs-L	SdPs
20626	55.62	SdPs-S	SdPs
40491	96.56	SdPs-L	SdPs
37519	100	SdPs-L	SdPs
16013	36.54	SdPs-S	SdPs
29751	73.83	SdPs-S	SdPs
56819	100	SdPs-L	SdPs
54628	100	SdPs-L	SdPs
32074	100	SdPs-L	SdPs
49444	100	SdPs-L	SdPs
40099	100	SdPs-L	SdPs
37954	82.85	SdPs-L	SdPs
14198	19.9	SdPs-S	SdPs
40659	100	SdPs-L	SdPs
20626	55.62	SdPs-S	SdPs
22692	62.32	SdPs-S	SdPs
14377	38.2	SdPs-S	SdPs
50602	100	SdPs-L	SdPs
46672	92.77	SdPs-L	SdPs
13082	30.8	SdPs-S	SdPs
40629	79.73	SdPs-L	SdPs
43423	96.81	SdPs-L	SdPs
64048	100	SdPs-L	SdPs
38831	100	SdPs-L	SdPs
45388	100	SdPs-L	SdPs
37245	73.2	SdPs-L	SdPs
33923	96.45	SdPs-L	SdPs
45122	79.23	SdPs-L	SdPs
40491	95.75	SdPs-L	SdPs
37519	100	SdPs-L	SdPs
16013	36.54	SdPs-S	SdPs
47679	100	SdPs-L	SdPs
27891	49.41	SdPs-S	SdPs
23305	51.94	SdPs-S	SdPs
40098	100	SdPs-L	SdPs
49438	100	SdPs-L	SdPs
40659	100	SdPs-L	SdPs
39574	100	SdPs-L	SdPs
15536	28.24	SdPs-S	SdPs
20659	55.71	SdPs-S	SdPs
37497	100	SdPs-L	SdPs
33259	94.51	SdPs-L	SdPs
50602	100	SdPs-L	SdPs
14377	38.2	SdPs-S	SdPs
13411	26.27	SdPs-S	SdPs
23360	62.1	SdPs-S	SdPs
38355	100	SdPs-L	SdPs
43618	100	SdPs-L	SdPs
38386	95.17	SdPs-L	SdPs
48293	100	SdPs-L	SdPs
13076	30.79	SdPs-S	SdPs
40491	96.56	SdPs-L	SdPs
43698	100	SdPs-L	SdPs
37519	100	SdPs-L	SdPs
16013	36.54	SdPs-S	SdPs
41238	100	SdPs-L	SdPs
55693	100	SdPs-L	SdPs
52064	100	SdPs-L	SdPs
46572	100	SdPs-L	SdPs
46572	100	SdPs-L	SdPs
40169	84.65	SdPs-L	SdPs
48790	95.09	SdPs-L	SdPs
41850	86.78	SdPs-L	SdPs
34462	100	SdPs-L	SdPs
40621	79.59	SdPs-L	SdPs
43422	96.8	SdPs-L	SdPs
64048	100	SdPs-L	SdPs
46572	100	SdPs-L	SdPs
41259	100	SdPs-L	SdPs
53581	100	SdPs-L	SdPs
40098	100	SdPs-L	SdPs
49438	100	SdPs-L	SdPs
40659	100	SdPs-L	SdPs
39563	100	SdPs-L	SdPs
14198	19.9	SdPs-S	SdPs
20659	55.71	SdPs-S	SdPs
38828	100	SdPs-L	SdPs
45388	100	SdPs-L	SdPs
37254	73.22	SdPs-L	SdPs
40492	96.57	SdPs-L	SdPs
37519	100	SdPs-L	SdPs
16013	36.54	SdPs-S	SdPs
47679	100	SdPs-L	SdPs
56140	100	SdPs-L	SdPs
22692	62.32	SdPs-S	SdPs
38828	100	SdPs-L	SdPs
45388	100	SdPs-L	SdPs
37242	73.2	SdPs-L	SdPs
33539	100	SdPs-L	SdPs
55887	99.71	SdPs-L	SdPs
14572	21.51	SdPs-S	SdPs
55317	100	SdPs-L	SdPs
38828	100	SdPs-L	SdPs
45390	100	SdPs-L	SdPs
37244	73.2	SdPs-L	SdPs
13076	30.79	SdPs-S	SdPs
13082	30.8	SdPs-S	SdPs
14377	38.2	SdPs-S	SdPs
32074	100	SdPs-L	SdPs
49444	100	SdPs-L	SdPs
41437	100	SdPs-L	SdPs
37954	82.86	SdPs-L	SdPs
40654	100	SdPs-L	SdPs
20626	55.62	SdPs-S	SdPs
46572	100	SdPs-L	SdPs
40098	100	SdPs-L	SdPs
49438	100	SdPs-L	SdPs
40659	100	SdPs-L	SdPs
39574	100	SdPs-L	SdPs
14198	19.9	SdPs-S	SdPs
20659	55.71	SdPs-S	SdPs
38832	100	SdPs-L	SdPs
45387	100	SdPs-L	SdPs
37242	73.2	SdPs-L	SdPs
32093	100	SdPs-L	SdPs
49438	100	SdPs-L	SdPs
40099	100	SdPs-L	SdPs
37954	82.85	SdPs-L	SdPs
14198	19.9	SdPs-S	SdPs
40660	100	SdPs-L	SdPs
20626	55.62	SdPs-S	SdPs
14377	38.2	SdPs-S	SdPs
46572	100	SdPs-L	SdPs
13082	30.8	SdPs-S	SdPs
14575	21.51	SdPs-S	SdPs
46572	100	SdPs-L	SdPs
13076	30.79	SdPs-S	SdPs
40169	84.65	SdPs-L	SdPs
48790	95.09	SdPs-L	SdPs
41850	86.78	SdPs-L	SdPs
44628	100	SdPs-L	SdPs
41240	100	SdPs-L	SdPs
14706	20.96	SdPs-S	SdPs
51990	94.57	SdPs-L	SdPs
24965	52.24	SdPs-S	SdPs
13082	30.8	SdPs-S	SdPs
41211	92.33	SdPs-L	SdPs
57147	100	SdPs-L	SdPs
45695	100	SdPs-L	SdPs
22692	62.32	SdPs-S	SdPs
38832	100	SdPs-L	SdPs
45387	100	SdPs-L	SdPs
37240	73.19	SdPs-L	SdPs
18147	36.26	SdPs-S	SdPs
26461	52.97	SdPs-S	SdPs
12992	100	SdPs-S	SdPs
52999	96.17	SdPs-L	SdPs
54891	97.04	SdPs-L	SdPs
40491	96.58	SdPs-L	SdPs
39429	100	SdPs-L	SdPs
16012	36.54	SdPs-S	SdPs
24980	51.81	SdPs-S	SdPs
46479	100	SdPs-L	SdPs
55767	100	SdPs-L	SdPs
18141	36.25	SdPs-S	SdPs
25228	50.5	SdPs-S	SdPs
47029	89.87	SdPs-L	SdPs
46762	86.29	SdPs-L	SdPs
40174	93.25	SdPs-L	SdPs
46656	99.94	SdPs-L	SdPs
14152	35.09	SdPs-S	SdPs
52346	100	SdPs-L	SdPs
44251	100	SdPs-L	SdPs
36647	100	SdPs-L	SdPs
47967	100	SdPs-L	SdPs
55959	100	SdPs-L	SdPs
51340	100	SdPs-L	SdPs
40435	100	SdPs-L	SdPs
31177	100	SdPs-L	SdPs
34240	100	SdPs-L	SdPs
40931	100	SdPs-L	SdPs
42463	100	SdPs-L	SdPs
41719	100	SdPs-L	SdPs
36967	99.02	SdPs-L	SdPs
63934	100	SdPs-L	SdPs
13411	26.27	SdPs-S	SdPs
23360	62.1	SdPs-S	SdPs
38354	100	SdPs-L	SdPs
43618	100	SdPs-L	SdPs
49866	100	SdPs-L	SdPs
22692	62.32	SdPs-S	SdPs
30726	100	SdPs-L	SdPs
39671	97.88	SdPs-L	SdPs
21221	57.22	SdPs-S	SdPs
18141	36.25	SdPs-S	SdPs
22692	62.32	SdPs-S	SdPs
39260	96.06	SdPs-L	SdPs
51098	100	SdPs-L	SdPs
49275	100	SdPs-L	SdPs
43380	100	SdPs-L	SdPs
40032	87.45	SdPs-L	SdPs
13411	26.27	SdPs-S	SdPs
23360	62.1	SdPs-S	SdPs
38355	100	SdPs-L	SdPs
43618	100	SdPs-L	SdPs
8147	93.41	SdPs-S	SdPs
44370	100	SdPs-L	SdPs
41246	100	SdPs-L	SdPs
50605	100	SdPs-L	SdPs
54101	100	SdPs-L	SdPs
41278	100	SdPs-L	SdPs
46429	92.7	SdPs-L	SdPs
38853	76.09	SdPs-L	SdPs
48115	100	SdPs-L	SdPs
34125	100	SdPs-L	SdPs
39684	100	SdPs-L	SdPs
49278	100	SdPs-L	SdPs
45526	100	SdPs-L	SdPs
31094	100	SdPs-L	SdPs
57127	100	SdPs-L	SdPs
15831	45.24	SdPs-S	SdPs
13551	9.27	SdPs-S	SdPs
40972	96.33	SdPs-L	SdPs
55286	91.82	SdPs-L	SdPs
43604	78.07	SdPs-L	SdPs
50602	100	SdPs-L	SdPs
41869	99.77	SdPs-L	SdPs
61309	100	SdPs-L	SdPs
48522	100	SdPs-L	SdPs
31485	100	SdPs-L	SdPs
47610	100	SdPs-L	SdPs
35370	100	SdPs-L	SdPs
44821	100	SdPs-L	SdPs
58317	100	SdPs-L	SdPs
33932	99.84	SdPs-L	SdPs
31636	100	SdPs-L	SdPs
44206	94.49	SdPs-L	SdPs
38497	55.16	SdPs-L	SdPs
21080	56.84	SdPs-S	SdPs
54544	100	SdPs-L	SdPs
54947	100	SdPs-L	SdPs
39143	98.43	SdPs-L	SdPs
49275	100	SdPs-L	SdPs
43380	100	SdPs-L	SdPs
40032	87.45	SdPs-L	SdPs
61733	100	SdPs-L	SdPs
46572	100	SdPs-L	SdPs
38829	100	SdPs-L	SdPs
45387	100	SdPs-L	SdPs
37242	73.2	SdPs-L	SdPs
43290	100	SdPs-L	SdPs
53959	75.85	SdPs-L	SdPs
17285	28.45	SdPs-S	SdPs
14377	38.2	SdPs-S	SdPs
43799	100	SdPs-L	SdPs
56241	100	SdPs-L	SdPs
43717	100	SdPs-L	SdPs
62002	95.85	SdPs-L	SdPs
40492	96.57	SdPs-L	SdPs
37519	100	SdPs-L	SdPs
16013	36.54	SdPs-S	SdPs
47679	100	SdPs-L	SdPs
55619	100	SdPs-L	SdPs
42402	100	SdPs-L	SdPs
37519	100	SdPs-L	SdPs
16013	36.54	SdPs-S	SdPs
47679	100	SdPs-L	SdPs
50829	100	SdPs-L	SdPs
40046	100	SdPs-L	SdPs
39457	90.66	SdPs-L	SdPs
55983	100	SdPs-L	SdPs
40789	98.97	SdPs-L	SdPs
41166	100	SdPs-L	SdPs
40046	100	SdPs-L	SdPs
39457	90.66	SdPs-L	SdPs
55983	100	SdPs-L	SdPs
40789	98.97	SdPs-L	SdPs
37890	100	SdPs-L	SdPs
44694	100	SdPs-L	SdPs
107733	100	SdPs-L	SdPs
38016	100	SdPs-L	SdPs
12801	36.42	SdPs-S	SdPs
35344	54.21	SdPs-L	SdPs
39164	100	SdPs-L	SdPs
12507	22.14	SdPs-S	SdPs
35876	100	SdPs-L	SdPs
49297	100	SdPs-L	SdPs
40784	85.2	SdPs-L	SdPs
32004	72.17	SdPs-L	SdPs
37890	100	SdPs-L	SdPs
44694	100	SdPs-L	SdPs
107733	100	SdPs-L	SdPs
38016	100	SdPs-L	SdPs
54250	98.97	SdPs-L	SdPs
45149	100	SdPs-L	SdPs
35191	82.53	SdPs-L	SdPs
31518	88.91	SdPs-L	SdPs
16013	36.54	SdPs-S	SdPs
47679	100	SdPs-L	SdPs
55619	100	SdPs-L	SdPs
34068	96.51	SdPs-L	SdPs
31404	98.61	SdPs-L	SdPs
13174	21	SdPs-S	SdPs
41181	100	SdPs-L	SdPs
15315	47.23	SdPs-S	SdPs
35878	65.69	SdPs-L	SdPs
40492	96.57	SdPs-L	SdPs
37519	100	SdPs-L	SdPs
16013	36.54	SdPs-S	SdPs
47679	100	SdPs-L	SdPs
53709	100	SdPs-L	SdPs
37890	100	SdPs-L	SdPs
44694	100	SdPs-L	SdPs
107733	100	SdPs-L	SdPs
38016	100	SdPs-L	SdPs
32074	100	SdPs-L	SdPs
49444	100	SdPs-L	SdPs
37960	83.17	SdPs-L	SdPs
14197	19.9	SdPs-S	SdPs
40659	100	SdPs-L	SdPs
40224	100	SdPs-L	SdPs
20626	55.62	SdPs-S	SdPs
40046	100	SdPs-L	SdPs
39457	90.66	SdPs-L	SdPs
55983	100	SdPs-L	SdPs
40789	98.97	SdPs-L	SdPs
47093	91	SdPs-L	SdPs
46249	94.78	SdPs-L	SdPs
33678	100	SdPs-L	SdPs
58844	100	SdPs-L	SdPs
33678	100	SdPs-L	SdPs
37884	100	SdPs-L	SdPs
61069	100	SdPs-L	SdPs
72974	100	SdPs-L	SdPs
60446	100	SdPs-L	SdPs
32074	100	SdPs-L	SdPs
49444	100	SdPs-L	SdPs
40098	100	SdPs-L	SdPs
37960	83.17	SdPs-L	SdPs
14197	19.9	SdPs-S	SdPs
40659	100	SdPs-L	SdPs
20626	55.62	SdPs-S	SdPs
40492	96.57	SdPs-L	SdPs
37513	100	SdPs-L	SdPs
16013	36.54	SdPs-S	SdPs
47674	100	SdPs-L	SdPs
38572	88.73	SdPs-L	SdPs
45703	100	SdPs-L	SdPs
35566	100	SdPs-L	SdPs
38761	100	SdPs-L	SdPs
36658	77.96	SdPs-L	SdPs
32074	100	SdPs-L	SdPs
49456	100	SdPs-L	SdPs
40098	100	SdPs-L	SdPs
37960	83.18	SdPs-L	SdPs
14197	19.9	SdPs-S	SdPs
40659	100	SdPs-L	SdPs
20626	55.62	SdPs-S	SdPs
58882	95.24	SdPs-L	SdPs
41246	100	SdPs-L	SdPs
37890	100	SdPs-L	SdPs
44694	100	SdPs-L	SdPs
59577	100	SdPs-L	SdPs
38017	100	SdPs-L	SdPs
40492	96.57	SdPs-L	SdPs
16013	36.54	SdPs-S	SdPs
40206	100	SdPs-L	SdPs
42626	100	SdPs-L	SdPs
47093	91	SdPs-L	SdPs
46249	94.78	SdPs-L	SdPs
26424	65.84	SdPs-S	SdPs
20428	50.09	SdPs-S	SdPs
40708	100	SdPs-L	SdPs
61303	100	SdPs-L	SdPs
37890	100	SdPs-L	SdPs
44694	100	SdPs-L	SdPs
107733	100	SdPs-L	SdPs
38016	100	SdPs-L	SdPs
40492	96.57	SdPs-L	SdPs
43710	100	SdPs-L	SdPs
24820	51.53	SdPs-S	SdPs
37519	100	SdPs-L	SdPs
55693	100	SdPs-L	SdPs
16013	36.54	SdPs-S	SdPs
41238	100	SdPs-L	SdPs
32074	100	SdPs-L	SdPs
49444	100	SdPs-L	SdPs
40098	100	SdPs-L	SdPs
37961	83.18	SdPs-L	SdPs
14191	19.89	SdPs-S	SdPs
40659	100	SdPs-L	SdPs
20626	55.62	SdPs-S	SdPs
36536	100	SdPs-L	SdPs
37890	100	SdPs-L	SdPs
44694	100	SdPs-L	SdPs
107733	100	SdPs-L	SdPs
38016	100	SdPs-L	SdPs
37890	100	SdPs-L	SdPs
44694	100	SdPs-L	SdPs
107733	100	SdPs-L	SdPs
38016	100	SdPs-L	SdPs
41480	100	SdPs-L	SdPs
15173	30.97	SdPs-S	SdPs
23095	63.36	SdPs-S	SdPs
47093	91	SdPs-L	SdPs
46249	94.78	SdPs-L	SdPs
39851	100	SdPs-L	SdPs
23494	51.86	SdPs-S	SdPs
37890	100	SdPs-L	SdPs
44692	100	SdPs-L	SdPs
107733	100	SdPs-L	SdPs
38016	100	SdPs-L	SdPs
40328	100	SdPs-L	SdPs
47655	100	SdPs-L	SdPs
35392	100	SdPs-L	SdPs
42577	100	SdPs-L	SdPs
42296	100	SdPs-L	SdPs
42060	100	SdPs-L	SdPs
29393	97.49	SdPs-S	SdPs
20647	55.67	SdPs-S	SdPs
50530	92.3	SdPs-L	SdPs
37198	99.38	SdPs-L	SdPs
39769	100	SdPs-L	SdPs
45781	99.29	SdPs-L	SdPs
40623	100	SdPs-L	SdPs
12253	20.56	SdPs-S	SdPs
39723	100	SdPs-L	SdPs
37890	100	SdPs-L	SdPs
44693	100	SdPs-L	SdPs
107733	100	SdPs-L	SdPs
38016	100	SdPs-L	SdPs
37594	100	SdPs-L	SdPs
40046	100	SdPs-L	SdPs
39457	90.7	SdPs-L	SdPs
55983	100	SdPs-L	SdPs
40789	98.97	SdPs-L	SdPs
37890	100	SdPs-L	SdPs
44694	100	SdPs-L	SdPs
107733	100	SdPs-L	SdPs
38016	100	SdPs-L	SdPs
32074	100	SdPs-L	SdPs
49426	100	SdPs-L	SdPs
40098	100	SdPs-L	SdPs
37960	83.17	SdPs-L	SdPs
14197	19.9	SdPs-S	SdPs
40659	100	SdPs-L	SdPs
20626	55.62	SdPs-S	SdPs
37890	100	SdPs-L	SdPs
44694	100	SdPs-L	SdPs
107733	100	SdPs-L	SdPs
38016	100	SdPs-L	SdPs
49876	100	SdPs-L	SdPs
32074	100	SdPs-L	SdPs
49444	100	SdPs-L	SdPs
40098	100	SdPs-L	SdPs
37960	83.17	SdPs-L	SdPs
14197	19.9	SdPs-S	SdPs
40659	100	SdPs-L	SdPs
20626	55.62	SdPs-S	SdPs
36067	88.49	SdPs-L	SdPs
39194	68.92	SdPs-L	SdPs
33678	100	SdPs-L	SdPs
38994	99.69	SdPs-L	SdPs
37744	100	SdPs-L	SdPs
42875	97.19	SdPs-L	SdPs
39975	92.59	SdPs-L	SdPs
65130	100	SdPs-L	SdPs
40046	100	SdPs-L	SdPs
39457	90.66	SdPs-L	SdPs
55983	100	SdPs-L	SdPs
40789	98.97	SdPs-L	SdPs
24365	96.15	SdPs-S	SdPs
42402	100	SdPs-L	SdPs
37519	100	SdPs-L	SdPs
16013	36.54	SdPs-S	SdPs
47679	100	SdPs-L	SdPs
39929	96.88	SdPs-L	SdPs
39387	94.36	SdPs-L	SdPs
37890	100	SdPs-L	SdPs
44694	100	SdPs-L	SdPs
107733	100	SdPs-L	SdPs
38016	100	SdPs-L	SdPs
40492	96.57	SdPs-L	SdPs
37519	100	SdPs-L	SdPs
16013	36.54	SdPs-S	SdPs
47679	100	SdPs-L	SdPs
56819	100	SdPs-L	SdPs
35790	100	SdPs-L	SdPs
46325	100	SdPs-L	SdPs
39517	97.61	SdPs-L	SdPs
44319	100	SdPs-L	SdPs
33432	95.02	SdPs-L	SdPs
39558	100	SdPs-L	SdPs
55194	100	SdPs-L	SdPs
21390	50.99	SdPs-S	SdPs
54199	99.41	SdPs-L	SdPs
41423	97.75	SdPs-L	SdPs
44494	97.68	SdPs-L	SdPs
86941	100	SdPs-L	SdPs
54471	98.98	SdPs-L	SdPs
36814	98.62	SdPs-L	SdPs
13358	38.22	SdPs-S	SdPs
16175	36.2	SdPs-S	SdPs
42242	95.46	SdPs-L	SdPs
51524	91.63	SdPs-L	SdPs
40008	100	SdPs-L	SdPs
19661	45.88	SdPs-S	SdPs
41974	99.66	SdPs-L	SdPs
32212	91.53	SdPs-L	SdPs
50781	100	SdPs-L	SdPs
45846	100	SdPs-L	SdPs
18344	49.46	SdPs-S	SdPs
40869	100	SdPs-L	SdPs
51339	95.5	SdPs-L	SdPs
39557	100	SdPs-L	SdPs
11589	24.04	SdPs-S	SdPs
38978	100	SdPs-L	SdPs
33023	91.04	SdPs-L	SdPs
38783	100	SdPs-L	SdPs
48983	100	SdPs-L	SdPs
17629	43.56	SdPs-S	SdPs
30754	56.26	SdPs-L	SdPs
43284	100	SdPs-L	SdPs
46353	98.82	SdPs-L	SdPs
9705	27.59	SdPs-S	SdPs
22452	34.24	SdPs-S	SdPs
38853	77.99	SdPs-L	SdPs
49475	99.53	SdPs-L	SdPs
55421	100	SdPs-L	SdPs
46761	82.86	SdPs-L	SdPs
42356	100	SdPs-L	SdPs
55878	97.64	SdPs-L	SdPs
40421	100	SdPs-L	SdPs
36307	30.48	SdPs-L	SdPs
19332	60.53	SdPs-S	SdPs
54471	98.98	SdPs-L	SdPs
36814	98.62	SdPs-L	SdPs
35053	100	SdPs-L	SdPs
38087	100	SdPs-L	SdPs
46962	89.55	SdPs-L	SdPs
40748	58.68	SdPs-L	SdPs
43316	89.71	SdPs-L	SdPs
43328	90.02	SdPs-L	SdPs
49018	93.79	SdPs-L	SdPs
44216	92.27	SdPs-L	SdPs
44377	100	SdPs-L	SdPs
41537	100	SdPs-L	SdPs
37594	100	SdPs-L	SdPs
41743	100	SdPs-L	SdPs
39103	49.69	SdPs-L	SdPs
30007	94.36	SdPs-L	SdPs
45884	92.65	SdPs-L	SdPs
48766	98.97	SdPs-L	SdPs
42617	100	SdPs-L	SdPs
21073	56.82	SdPs-S	SdPs
54083	100	SdPs-L	SdPs
36537	100	SdPs-L	SdPs
23812	36.38	SdPs-S	SdPs
12239	25.61	SdPs-S	SdPs
49109	99.92	SdPs-L	SdPs
53001	100	SdPs-L	SdPs
21264	57.34	SdPs-S	SdPs
40931	100	SdPs-L	SdPs
87947	100	SdPs-L	SdPs
47347	100	SdPs-L	SdPs
20085	42.81	SdPs-S	SdPs
36228	100	SdPs-L	SdPs
33031	100	SdPs-L	SdPs
39164	98.54	SdPs-L	SdPs
38131	95.89	SdPs-L	SdPs
32926	100	SdPs-L	SdPs
41121	88.82	SdPs-L	SdPs
31194	100	SdPs-L	SdPs
26698	82.42	SdPs-S	SdPs
50100	100	SdPs-L	SdPs
41619	56.1	SdPs-L	SdPs
47047	99.6	SdPs-L	SdPs
87947	100	SdPs-L	SdPs
60370	100	SdPs-L	SdPs
37047	100	SdPs-L	SdPs
54911	100	SdPs-L	SdPs
45770	100	SdPs-L	SdPs
38552	94.25	SdPs-L	SdPs
38879	59.24	SdPs-L	SdPs
46380	100	SdPs-L	SdPs
30026	100	SdPs-L	SdPs
61128	100	SdPs-L	SdPs
58196	100	SdPs-L	SdPs
62193	100	SdPs-L	SdPs
45348	98.52	SdPs-L	SdPs
54572	100	SdPs-L	SdPs
58703	100	SdPs-L	SdPs
35330	100	SdPs-L	SdPs
40074	99.85	SdPs-L	SdPs
48078	58.1	SdPs-L	SdPs
9620	22.64	SdPs-S	SdPs
41316	63.05	SdPs-L	SdPs
37029	100	SdPs-L	SdPs
45627	100	SdPs-L	SdPs
37029	100	SdPs-L	SdPs
45627	100	SdPs-L	SdPs
106566	100	SdPs-L	SdPs
34588	100	SdPs-L	SdPs
35529	100	SdPs-L	SdPs
51179	100	SdPs-L	SdPs
37319	93.98	SdPs-L	SdPs
53293	100	SdPs-L	SdPs
37029	100	SdPs-L	SdPs
45627	100	SdPs-L	SdPs
37029	100	SdPs-L	SdPs
45627	100	SdPs-L	SdPs
36974	98.25	SdPs-L	SdPs
52476	91.84	SdPs-L	SdPs
43145	100	SdPs-L	SdPs
49608	100	SdPs-L	SdPs
7460	100	SdPs-S	SdPs
41206	95	SdPs-L	SdPs
43627	96.02	SdPs-L	SdPs
39752	86.57	SdPs-L	SdPs
19256	52.79	SdPs-S	SdPs
23834	35.66	SdPs-S	SdPs
39030	100	SdPs-L	SdPs
52833	100	SdPs-L	SdPs
21008	34.87	SdPs-S	SdPs
49216	100	SdPs-L	SdPs
44588	72.73	SdPs-L	SdPs
35944	99.39	SdPs-L	SdPs
14305	10.51	SdPs-S	SdPs
37792	100	SdPs-L	SdPs
37029	100	SdPs-L	SdPs
45627	100	SdPs-L	SdPs
35402	100	SdPs-L	SdPs
22615	48.13	SdPs-S	SdPs
32074	100	SdPs-L	SdPs
49426	100	SdPs-L	SdPs
37954	83.17	SdPs-L	SdPs
40659	100	SdPs-L	SdPs
20626	55.62	SdPs-S	SdPs
47097	95.92	SdPs-L	SdPs
43179	100	SdPs-L	SdPs
62380	100	SdPs-L	SdPs
31235	52.82	SdPs-L	SdPs
38951	100	SdPs-L	SdPs
17318	39.93	SdPs-S	SdPs
40183	99.51	SdPs-L	SdPs
55564	100	SdPs-L	SdPs
42024	100	SdPs-L	SdPs
11498	31.94	SdPs-S	SdPs
28313	93.79	SdPs-S	SdPs
49848	72	SdPs-L	SdPs
50103	100	SdPs-L	SdPs
33864	95.68	SdPs-L	SdPs
41432	100	SdPs-L	SdPs
17766	12.14	SdPs-S	SdPs
38184	100	SdPs-L	SdPs
39867	94.54	SdPs-L	SdPs
34295	98.42	SdPs-L	SdPs
48906	100	SdPs-L	SdPs
34919	100	SdPs-L	SdPs
36719	100	SdPs-L	SdPs
41793	96.84	SdPs-L	SdPs
34202	82.61	SdPs-L	SdPs
40046	100	SdPs-L	SdPs
39457	90.66	SdPs-L	SdPs
40789	98.97	SdPs-L	SdPs
55743	100	SdPs-L	SdPs
13877	100	SdPs-S	SdPs
39076	99.85	SdPs-L	SdPs
42493	100	SdPs-L	SdPs
29393	97.49	SdPs-S	SdPs
35439	100	SdPs-L	SdPs
47488	100	SdPs-L	SdPs
16709	35.63	SdPs-S	SdPs
11024	33.41	SdPs-S	SdPs
13076	30.79	SdPs-S	SdPs
46607	100	SdPs-L	SdPs
36117	100	SdPs-L	SdPs
52157	100	SdPs-L	SdPs
12476	17.86	SdPs-S	SdPs
30399	96.91	SdPs-L	SdPs
43426	90.36	SdPs-L	SdPs
39077	99.84	SdPs-L	SdPs
20632	55.63	SdPs-S	SdPs
46723	91.87	SdPs-L	SdPs
36045	100	SdPs-L	SdPs
30396	96.9	SdPs-L	SdPs
43428	88.73	SdPs-L	SdPs
40770	100	SdPs-L	SdPs
43487	100	SdPs-L	SdPs
37029	100	SdPs-L	SdPs
45627	100	SdPs-L	SdPs
39077	99.84	SdPs-L	SdPs
40681	96.01	SdPs-L	SdPs
57018	100	SdPs-L	SdPs
19022	42.98	SdPs-S	SdPs
34919	100	SdPs-L	SdPs
55511	100	SdPs-L	SdPs
47466	100	SdPs-L	SdPs
17002	48.72	SdPs-S	SdPs
30791	66.28	SdPs-L	SdPs
49240	100	SdPs-L	SdPs
32074	100	SdPs-L	SdPs
49426	100	SdPs-L	SdPs
37954	83.17	SdPs-L	SdPs
