contig_length	completeness	type	type2
32730	92.46	SdPs-L	SdPs
55569	100	SdPs-L	SdPs
39917	80.35	SdPs-L	SdPs
61923	94.19	SdPs-L	SdPs
59115	100	SdPs-L	SdPs
24805	56.1	SdPs-S	SdPs
90406	100	SdPs-L	SdPs
46028	92.8	SdPs-L	SdPs
10962	21.4	SdPs-S	SdPs
11220	95.33	SdPs-S	SdPs
48673	77.69	SdPs-L	SdPs
25413	72.36	SdPs-S	SdPs
55570	100	SdPs-L	SdPs
39917	80.35	SdPs-L	SdPs
63236	96.18	SdPs-L	SdPs
59116	100	SdPs-L	SdPs
24821	58.9	SdPs-S	SdPs
90407	100	SdPs-L	SdPs
46028	92.8	SdPs-L	SdPs
10962	21.4	SdPs-S	SdPs
11220	95.33	SdPs-S	SdPs
48673	77.69	SdPs-L	SdPs
48474	100	SdPs-L	SdPs
42287	88.65	SdPs-L	SdPs
32730	92.46	SdPs-L	SdPs
49363	100	SdPs-L	SdPs
45830	100	SdPs-L	SdPs
14191	19.89	SdPs-S	SdPs
20660	55.71	SdPs-S	SdPs
55578	100	SdPs-L	SdPs
38604	78.66	SdPs-L	SdPs
61923	94.18	SdPs-L	SdPs
98186	100	SdPs-L	SdPs
24821	58.9	SdPs-S	SdPs
44106	89.14	SdPs-L	SdPs
47343	96.01	SdPs-L	SdPs
10962	21.4	SdPs-S	SdPs
11220	95.33	SdPs-S	SdPs
48673	77.69	SdPs-L	SdPs
34134	97.03	SdPs-L	SdPs
9341	22.47	SdPs-S	SdPs
12853	28.52	SdPs-S	SdPs
15504	20.67	SdPs-S	SdPs
18167	17.71	SdPs-S	SdPs
35274	100	SdPs-L	SdPs
20466	47.64	SdPs-S	SdPs
55579	100	SdPs-L	SdPs
38604	78.66	SdPs-L	SdPs
61920	94.18	SdPs-L	SdPs
58940	100	SdPs-L	SdPs
24820	56.14	SdPs-S	SdPs
44106	89.41	SdPs-L	SdPs
46030	92.8	SdPs-L	SdPs
10962	21.4	SdPs-S	SdPs
11220	95.33	SdPs-S	SdPs
48673	77.69	SdPs-L	SdPs
34389	97.29	SdPs-L	SdPs
55152	100	SdPs-L	SdPs
38604	78.66	SdPs-L	SdPs
27410	52.48	SdPs-S	SdPs
61921	94.18	SdPs-L	SdPs
58941	100	SdPs-L	SdPs
24821	56.14	SdPs-S	SdPs
44105	89.14	SdPs-L	SdPs
46030	92.8	SdPs-L	SdPs
10962	21.4	SdPs-S	SdPs
11220	95.33	SdPs-S	SdPs
11220	95.33	SdPs-S	SdPs
48670	77.85	SdPs-L	SdPs
39903	98.94	SdPs-L	SdPs
41677	100	SdPs-L	SdPs
43002	100	SdPs-L	SdPs
43144	61.1	SdPs-L	SdPs
55578	100	SdPs-L	SdPs
38604	78.66	SdPs-L	SdPs
60609	92.19	SdPs-L	SdPs
61347	100	SdPs-L	SdPs
24821	58.9	SdPs-S	SdPs
44099	89.12	SdPs-L	SdPs
46030	92.8	SdPs-L	SdPs
10962	21.4	SdPs-S	SdPs
11220	95.33	SdPs-S	SdPs
48672	77.69	SdPs-L	SdPs
54265	100	SdPs-L	SdPs
38604	78.66	SdPs-L	SdPs
60610	92.19	SdPs-L	SdPs
24820	58.9	SdPs-S	SdPs
44103	89.4	SdPs-L	SdPs
46030	92.8	SdPs-L	SdPs
10962	21.4	SdPs-S	SdPs
43001	90.51	SdPs-L	SdPs
11220	95.33	SdPs-S	SdPs
48673	77.69	SdPs-L	SdPs
27409	52.48	SdPs-S	SdPs
38604	78.66	SdPs-L	SdPs
61921	94.18	SdPs-L	SdPs
44106	89.41	SdPs-L	SdPs
58938	100	SdPs-L	SdPs
24820	58.9	SdPs-S	SdPs
46030	92.8	SdPs-L	SdPs
10962	21.4	SdPs-S	SdPs
11220	95.33	SdPs-S	SdPs
48671	77.69	SdPs-L	SdPs
44132	91.7	SdPs-L	SdPs
55577	100	SdPs-L	SdPs
38604	78.66	SdPs-L	SdPs
61923	94.18	SdPs-L	SdPs
58940	100	SdPs-L	SdPs
24821	56.14	SdPs-S	SdPs
44105	89.4	SdPs-L	SdPs
46030	92.8	SdPs-L	SdPs
10962	21.4	SdPs-S	SdPs
11220	95.33	SdPs-S	SdPs
48607	77.59	SdPs-L	SdPs
50358	100	SdPs-L	SdPs
55865	100	SdPs-L	SdPs
55576	100	SdPs-L	SdPs
38604	78.66	SdPs-L	SdPs
63238	96.17	SdPs-L	SdPs
24820	59.22	SdPs-S	SdPs
44106	89.13	SdPs-L	SdPs
46030	92.8	SdPs-L	SdPs
10962	21.4	SdPs-S	SdPs
11220	95.33	SdPs-S	SdPs
89189	100	SdPs-L	SdPs
19651	100	SdPs-S	SdPs
50358	100	SdPs-L	SdPs
44711	100	SdPs-L	SdPs
8139	20.73	SdPs-S	SdPs
55579	100	SdPs-L	SdPs
38604	78.66	SdPs-L	SdPs
61921	94.18	SdPs-L	SdPs
58940	100	SdPs-L	SdPs
24821	58.9	SdPs-S	SdPs
44106	89.41	SdPs-L	SdPs
46030	92.8	SdPs-L	SdPs
10962	21.4	SdPs-S	SdPs
11220	95.33	SdPs-S	SdPs
48672	77.69	SdPs-L	SdPs
55577	100	SdPs-L	SdPs
38604	78.66	SdPs-L	SdPs
64371	97.89	SdPs-L	SdPs
58939	100	SdPs-L	SdPs
24821	56.14	SdPs-S	SdPs
46030	92.8	SdPs-L	SdPs
10962	21.4	SdPs-S	SdPs
11220	95.33	SdPs-S	SdPs
36874	100	SdPs-L	SdPs
47246	100	SdPs-L	SdPs
21541	54.09	SdPs-S	SdPs
17545	19.8	SdPs-S	SdPs
36286	100	SdPs-L	SdPs
55577	100	SdPs-L	SdPs
38604	78.66	SdPs-L	SdPs
61923	94.18	SdPs-L	SdPs
58941	100	SdPs-L	SdPs
24821	56.14	SdPs-S	SdPs
46030	92.8	SdPs-L	SdPs
10962	21.4	SdPs-S	SdPs
11220	95.33	SdPs-S	SdPs
42677	100	SdPs-L	SdPs
55194	100	SdPs-L	SdPs
48537	100	SdPs-L	SdPs
38604	78.66	SdPs-L	SdPs
61923	94.18	SdPs-L	SdPs
44050	89.01	SdPs-L	SdPs
24821	56.14	SdPs-S	SdPs
46030	92.8	SdPs-L	SdPs
10962	21.4	SdPs-S	SdPs
11220	95.33	SdPs-S	SdPs
48673	77.69	SdPs-L	SdPs
43962	100	SdPs-L	SdPs
42143	100	SdPs-L	SdPs
11880	18.94	SdPs-S	SdPs
18973	15.06	SdPs-S	SdPs
46691	100	SdPs-L	SdPs
41348	98.95	SdPs-L	SdPs
45417	100	SdPs-L	SdPs
49525	100	SdPs-L	SdPs
12612	30.51	SdPs-S	SdPs
55569	100	SdPs-L	SdPs
61923	94.18	SdPs-L	SdPs
41230	82.72	SdPs-L	SdPs
58941	100	SdPs-L	SdPs
23504	90.96	SdPs-S	SdPs
44102	89.39	SdPs-L	SdPs
46030	92.8	SdPs-L	SdPs
10962	21.4	SdPs-S	SdPs
11220	95.33	SdPs-S	SdPs
48662	77.67	SdPs-L	SdPs
34961	87.91	SdPs-L	SdPs
33432	95.02	SdPs-L	SdPs
35274	100	SdPs-L	SdPs
20466	47.64	SdPs-S	SdPs
45867	100	SdPs-L	SdPs
55788	100	SdPs-L	SdPs
41933	92.77	SdPs-L	SdPs
37497	100	SdPs-L	SdPs
47347	100	SdPs-L	SdPs
20085	42.81	SdPs-S	SdPs
36228	100	SdPs-L	SdPs
51880	96.19	SdPs-L	SdPs
55578	100	SdPs-L	SdPs
38604	78.66	SdPs-L	SdPs
61923	94.18	SdPs-L	SdPs
58941	100	SdPs-L	SdPs
24821	58.9	SdPs-S	SdPs
44107	89.14	SdPs-L	SdPs
46030	92.8	SdPs-L	SdPs
10962	21.4	SdPs-S	SdPs
11220	95.33	SdPs-S	SdPs
48672	77.69	SdPs-L	SdPs
39142	97.41	SdPs-L	SdPs
38608	78.67	SdPs-L	SdPs
23507	90.95	SdPs-S	SdPs
53652	100	SdPs-L	SdPs
63240	96.33	SdPs-L	SdPs
15471	47.74	SdPs-S	SdPs
55577	100	SdPs-L	SdPs
38604	78.66	SdPs-L	SdPs
60604	92.18	SdPs-L	SdPs
24821	58.9	SdPs-S	SdPs
44106	89.41	SdPs-L	SdPs
46030	92.8	SdPs-L	SdPs
10962	21.4	SdPs-S	SdPs
11220	95.33	SdPs-S	SdPs
48673	77.69	SdPs-L	SdPs
30226	94.6	SdPs-L	SdPs
46533	95.16	SdPs-L	SdPs
45277	100	SdPs-L	SdPs
47237	97.56	SdPs-L	SdPs
49546	91.09	SdPs-L	SdPs
39303	100	SdPs-L	SdPs
42298	88.76	SdPs-L	SdPs
44021	98.38	SdPs-L	SdPs
16335	38.02	SdPs-S	SdPs
42677	100	SdPs-L	SdPs
55194	100	SdPs-L	SdPs
48537	100	SdPs-L	SdPs
33950	96.52	SdPs-L	SdPs
29744	93	SdPs-S	SdPs
16674	41.69	SdPs-S	SdPs
37224	92.89	SdPs-L	SdPs
38886	96.64	SdPs-L	SdPs
42254	100	SdPs-L	SdPs
48639	100	SdPs-L	SdPs
15360	33.95	SdPs-S	SdPs
48360	100	SdPs-L	SdPs
39448	85.39	SdPs-L	SdPs
46095	98.07	SdPs-L	SdPs
50358	100	SdPs-L	SdPs
30843	87.66	SdPs-L	SdPs
33339	94.74	SdPs-L	SdPs
46543	97.89	SdPs-L	SdPs
46371	99.69	SdPs-L	SdPs
42036	100	SdPs-L	SdPs
55577	100	SdPs-L	SdPs
38604	78.66	SdPs-L	SdPs
61921	94.17	SdPs-L	SdPs
58939	100	SdPs-L	SdPs
24672	55.81	SdPs-S	SdPs
44104	89.12	SdPs-L	SdPs
46028	92.89	SdPs-L	SdPs
10962	21.4	SdPs-S	SdPs
11219	95.32	SdPs-S	SdPs
49985	100	SdPs-L	SdPs
51607	100	SdPs-L	SdPs
43762	95.17	SdPs-L	SdPs
39228	97.34	SdPs-L	SdPs
23103	35.71	SdPs-S	SdPs
58876	100	SdPs-L	SdPs
39917	80.6	SdPs-L	SdPs
77705	100	SdPs-L	SdPs
55404	100	SdPs-L	SdPs
43979	88.9	SdPs-L	SdPs
10962	21.4	SdPs-S	SdPs
47535	93.81	SdPs-L	SdPs
12533	100	SdPs-S	SdPs
49868	100	SdPs-L	SdPs
52807	86.45	SdPs-L	SdPs
15185	28.09	SdPs-S	SdPs
50477	97.64	SdPs-L	SdPs
11501	97.71	SdPs-S	SdPs
19651	100	SdPs-S	SdPs
55583	100	SdPs-L	SdPs
38604	78.66	SdPs-L	SdPs
60609	92.19	SdPs-L	SdPs
61347	100	SdPs-L	SdPs
24798	50.89	SdPs-S	SdPs
44106	89.41	SdPs-L	SdPs
46032	92.82	SdPs-L	SdPs
10962	21.4	SdPs-S	SdPs
11220	95.33	SdPs-S	SdPs
48673	77.69	SdPs-L	SdPs
24748	65.03	SdPs-S	SdPs
42520	100	SdPs-L	SdPs
49898	100	SdPs-L	SdPs
65335	100	SdPs-L	SdPs
42770	100	SdPs-L	SdPs
46063	100	SdPs-L	SdPs
40391	100	SdPs-L	SdPs
40170	99.83	SdPs-L	SdPs
50358	100	SdPs-L	SdPs
30843	87.66	SdPs-L	SdPs
53031	96.64	SdPs-L	SdPs
34565	89.78	SdPs-L	SdPs
45527	98.98	SdPs-L	SdPs
43719	96.88	SdPs-L	SdPs
8681	21.45	SdPs-S	SdPs
50358	100	SdPs-L	SdPs
30843	87.66	SdPs-L	SdPs
27409	52.48	SdPs-S	SdPs
38604	78.66	SdPs-L	SdPs
61922	94.18	SdPs-L	SdPs
44107	89.14	SdPs-L	SdPs
58941	100	SdPs-L	SdPs
24821	56.14	SdPs-S	SdPs
46029	94.77	SdPs-L	SdPs
10962	21.4	SdPs-S	SdPs
11220	95.33	SdPs-S	SdPs
48673	77.69	SdPs-L	SdPs
32243	99.64	SdPs-L	SdPs
37289	100	SdPs-L	SdPs
42258	100	SdPs-L	SdPs
35274	100	SdPs-L	SdPs
20466	47.64	SdPs-S	SdPs
50358	100	SdPs-L	SdPs
30843	87.66	SdPs-L	SdPs
44711	100	SdPs-L	SdPs
8139	20.73	SdPs-S	SdPs
55569	100	SdPs-L	SdPs
39917	80.35	SdPs-L	SdPs
63235	96.17	SdPs-L	SdPs
59116	100	SdPs-L	SdPs
24801	56.09	SdPs-S	SdPs
90407	100	SdPs-L	SdPs
46028	92.8	SdPs-L	SdPs
10962	21.4	SdPs-S	SdPs
11220	95.33	SdPs-S	SdPs
48673	77.69	SdPs-L	SdPs
33596	100	SdPs-L	SdPs
43166	66.94	SdPs-L	SdPs
44011	93.09	SdPs-L	SdPs
32231	100	SdPs-L	SdPs
50358	100	SdPs-L	SdPs
30843	87.66	SdPs-L	SdPs
46383	98.48	SdPs-L	SdPs
11881	24.96	SdPs-S	SdPs
43144	61.1	SdPs-L	SdPs
23103	35.71	SdPs-S	SdPs
49697	100	SdPs-L	SdPs
77300	100	SdPs-L	SdPs
49547	100	SdPs-L	SdPs
32775	58.1	SdPs-L	SdPs
39209	100	SdPs-L	SdPs
24702	52.55	SdPs-S	SdPs
32948	93.62	SdPs-L	SdPs
34122	96.19	SdPs-L	SdPs
42916	100	SdPs-L	SdPs
55577	100	SdPs-L	SdPs
38604	78.66	SdPs-L	SdPs
61921	94.18	SdPs-L	SdPs
58940	100	SdPs-L	SdPs
24819	56.13	SdPs-S	SdPs
44106	89.41	SdPs-L	SdPs
46030	92.8	SdPs-L	SdPs
10962	21.4	SdPs-S	SdPs
11220	95.33	SdPs-S	SdPs
48671	77.69	SdPs-L	SdPs
31435	89.33	SdPs-L	SdPs
40120	100	SdPs-L	SdPs
46006	100	SdPs-L	SdPs
46790	96.88	SdPs-L	SdPs
56895	100	SdPs-L	SdPs
38604	78.66	SdPs-L	SdPs
60143	91.51	SdPs-L	SdPs
24821	56.14	SdPs-S	SdPs
44106	89.41	SdPs-L	SdPs
46030	92.8	SdPs-L	SdPs
10962	21.4	SdPs-S	SdPs
38863	100	SdPs-L	SdPs
11220	95.33	SdPs-S	SdPs
48673	77.69	SdPs-L	SdPs
49570	100	SdPs-L	SdPs
11496	97.67	SdPs-S	SdPs
33594	100	SdPs-L	SdPs
31334	98.1	SdPs-L	SdPs
36106	100	SdPs-L	SdPs
42770	58.24	SdPs-L	SdPs
55577	100	SdPs-L	SdPs
38604	78.66	SdPs-L	SdPs
61921	94.18	SdPs-L	SdPs
58940	100	SdPs-L	SdPs
24821	58.9	SdPs-S	SdPs
44106	89.41	SdPs-L	SdPs
46030	92.8	SdPs-L	SdPs
10962	21.4	SdPs-S	SdPs
11220	95.33	SdPs-S	SdPs
48672	77.69	SdPs-L	SdPs
45857	83.55	SdPs-L	SdPs
34153	100	SdPs-L	SdPs
57908	100	SdPs-L	SdPs
42057	100	SdPs-L	SdPs
39937	79.86	SdPs-L	SdPs
33510	100	SdPs-L	SdPs
35274	100	SdPs-L	SdPs
20466	47.64	SdPs-S	SdPs
50358	100	SdPs-L	SdPs
30843	87.66	SdPs-L	SdPs
20581	49.06	SdPs-S	SdPs
55577	100	SdPs-L	SdPs
38604	78.66	SdPs-L	SdPs
61921	94.18	SdPs-L	SdPs
58941	100	SdPs-L	SdPs
24821	58.9	SdPs-S	SdPs
44106	89.41	SdPs-L	SdPs
46029	92.76	SdPs-L	SdPs
10962	21.4	SdPs-S	SdPs
11220	95.33	SdPs-S	SdPs
48672	77.69	SdPs-L	SdPs
34560	98.22	SdPs-L	SdPs
49349	100	SdPs-L	SdPs
41879	100	SdPs-L	SdPs
48653	100	SdPs-L	SdPs
33651	95.68	SdPs-L	SdPs
40489	100	SdPs-L	SdPs
34424	89.37	SdPs-L	SdPs
16013	36.54	SdPs-S	SdPs
50465	100	SdPs-L	SdPs
55569	100	SdPs-L	SdPs
39917	80.35	SdPs-L	SdPs
63236	96.18	SdPs-L	SdPs
59115	100	SdPs-L	SdPs
24821	58.9	SdPs-S	SdPs
90407	100	SdPs-L	SdPs
46027	92.75	SdPs-L	SdPs
10962	21.4	SdPs-S	SdPs
11220	95.33	SdPs-S	SdPs
48673	77.69	SdPs-L	SdPs
58640	99.27	SdPs-L	SdPs
8158	20.78	SdPs-S	SdPs
45870	83.57	SdPs-L	SdPs
57908	100	SdPs-L	SdPs
42038	100	SdPs-L	SdPs
42354	100	SdPs-L	SdPs
41901	100	SdPs-L	SdPs
44651	94.52	SdPs-L	SdPs
14868	30.98	SdPs-S	SdPs
40633	100	SdPs-L	SdPs
34406	100	SdPs-L	SdPs
38879	100	SdPs-L	SdPs
36015	94.17	SdPs-L	SdPs
46137	98.45	SdPs-L	SdPs
30463	100	SdPs-L	SdPs
56986	100	SdPs-L	SdPs
39921	80.68	SdPs-L	SdPs
54305	100	SdPs-L	SdPs
49852	94.98	SdPs-L	SdPs
45591	91.67	SdPs-L	SdPs
10962	21.52	SdPs-S	SdPs
11220	95.33	SdPs-S	SdPs
51341	100	SdPs-L	SdPs
44711	100	SdPs-L	SdPs
8139	20.73	SdPs-S	SdPs
48522	100	SdPs-L	SdPs
23103	35.71	SdPs-S	SdPs
57210	100	SdPs-L	SdPs
35182	100	SdPs-L	SdPs
33802	100	SdPs-L	SdPs
44362	100	SdPs-L	SdPs
11846	25.2	SdPs-S	SdPs
45975	100	SdPs-L	SdPs
44944	99.59	SdPs-L	SdPs
16402	37.88	SdPs-S	SdPs
46069	65.59	SdPs-L	SdPs
35178	100	SdPs-L	SdPs
59239	100	SdPs-L	SdPs
28313	93.29	SdPs-S	SdPs
43730	100	SdPs-L	SdPs
39671	100	SdPs-L	SdPs
20584	47.68	SdPs-S	SdPs
16960	39.54	SdPs-S	SdPs
39552	89.54	SdPs-L	SdPs
31845	90.05	SdPs-L	SdPs
43762	95.17	SdPs-L	SdPs
39228	97.35	SdPs-L	SdPs
23103	35.71	SdPs-S	SdPs
55577	100	SdPs-L	SdPs
38604	78.66	SdPs-L	SdPs
63239	96.17	SdPs-L	SdPs
24820	56.14	SdPs-S	SdPs
44106	89.13	SdPs-L	SdPs
46030	92.8	SdPs-L	SdPs
10962	21.4	SdPs-S	SdPs
11220	95.33	SdPs-S	SdPs
89190	100	SdPs-L	SdPs
37725	100	SdPs-L	SdPs
46535	100	SdPs-L	SdPs
43762	95.17	SdPs-L	SdPs
39228	97.34	SdPs-L	SdPs
15303	37.79	SdPs-S	SdPs
40605	96.84	SdPs-L	SdPs
30042	93.32	SdPs-L	SdPs
37519	100	SdPs-L	SdPs
36846	82.33	SdPs-L	SdPs
30421	100	SdPs-L	SdPs
42402	100	SdPs-L	SdPs
16013	36.54	SdPs-S	SdPs
38719	100	SdPs-L	SdPs
47679	100	SdPs-L	SdPs
15530	33.71	SdPs-S	SdPs
19651	100	SdPs-S	SdPs
40867	81.24	SdPs-L	SdPs
38604	78.66	SdPs-L	SdPs
27410	52.48	SdPs-S	SdPs
61923	94.18	SdPs-L	SdPs
44106	89.4	SdPs-L	SdPs
24821	58.9	SdPs-S	SdPs
36105	100	SdPs-L	SdPs
46030	92.8	SdPs-L	SdPs
10962	21.4	SdPs-S	SdPs
11220	95.33	SdPs-S	SdPs
48673	77.69	SdPs-L	SdPs
40331	100	SdPs-L	SdPs
49793	100	SdPs-L	SdPs
44944	99.59	SdPs-L	SdPs
8681	21.45	SdPs-S	SdPs
50358	100	SdPs-L	SdPs
30843	87.66	SdPs-L	SdPs
55532	100	SdPs-L	SdPs
39556	98.09	SdPs-L	SdPs
46006	97.74	SdPs-L	SdPs
38355	100	SdPs-L	SdPs
55377	100	SdPs-L	SdPs
51273	100	SdPs-L	SdPs
50196	100	SdPs-L	SdPs
40056	100	SdPs-L	SdPs
23890	69.65	SdPs-S	SdPs
46582	98.67	SdPs-L	SdPs
38353	100	SdPs-L	SdPs
55352	100	SdPs-L	SdPs
30583	100	SdPs-L	SdPs
56898	100	SdPs-L	SdPs
46505	100	SdPs-L	SdPs
29039	97.8	SdPs-S	SdPs
58053	100	SdPs-L	SdPs
36879	100	SdPs-L	SdPs
33941	96.48	SdPs-L	SdPs
46847	99.24	SdPs-L	SdPs
54596	100	SdPs-L	SdPs
15489	35.57	SdPs-S	SdPs
49322	100	SdPs-L	SdPs
37086	100	SdPs-L	SdPs
44996	95.48	SdPs-L	SdPs
14983	100	SdPs-S	SdPs
23437	56.52	SdPs-S	SdPs
32195	100	SdPs-L	SdPs
39758	98.51	SdPs-L	SdPs
37792	100	SdPs-L	SdPs
46458	90.36	SdPs-L	SdPs
33770	96.05	SdPs-L	SdPs
56144	100	SdPs-L	SdPs
32195	100	SdPs-L	SdPs
39758	98.51	SdPs-L	SdPs
39333	85.18	SdPs-L	SdPs
47430	79.33	SdPs-L	SdPs
40592	100	SdPs-L	SdPs
48987	100	SdPs-L	SdPs
46061	100	SdPs-L	SdPs
33300	94.33	SdPs-L	SdPs
41284	100	SdPs-L	SdPs
78762	100	SdPs-L	SdPs
103260	100	SdPs-L	SdPs
30491	96.04	SdPs-L	SdPs
29283	62.99	SdPs-S	SdPs
58906	100	SdPs-L	SdPs
41182	100	SdPs-L	SdPs
37754	100	SdPs-L	SdPs
32195	100	SdPs-L	SdPs
39758	98.51	SdPs-L	SdPs
57211	100	SdPs-L	SdPs
35330	100	SdPs-L	SdPs
43824	95.29	SdPs-L	SdPs
37792	100	SdPs-L	SdPs
40605	96.84	SdPs-L	SdPs
30543	100	SdPs-L	SdPs
30042	93.32	SdPs-L	SdPs
30318	85.53	SdPs-L	SdPs
39552	100	SdPs-L	SdPs
49639	100	SdPs-L	SdPs
58053	100	SdPs-L	SdPs
34970	99.46	SdPs-L	SdPs
74478	100	SdPs-L	SdPs
14409	34.21	SdPs-S	SdPs
32195	100	SdPs-L	SdPs
39758	98.51	SdPs-L	SdPs
42256	100	SdPs-L	SdPs
43353	100	SdPs-L	SdPs
48560	100	SdPs-L	SdPs
42816	92.74	SdPs-L	SdPs
33744	100	SdPs-L	SdPs
14198	19.9	SdPs-S	SdPs
45921	100	SdPs-L	SdPs
20620	55.6	SdPs-S	SdPs
28313	93.29	SdPs-S	SdPs
58433	100	SdPs-L	SdPs
35589	94.68	SdPs-L	SdPs
42401	100	SdPs-L	SdPs
57724	100	SdPs-L	SdPs
30318	85.53	SdPs-L	SdPs
16013	36.54	SdPs-S	SdPs
49159	100	SdPs-L	SdPs
40385	86.57	SdPs-L	SdPs
50383	100	SdPs-L	SdPs
44523	100	SdPs-L	SdPs
44190	98.54	SdPs-L	SdPs
40041	98.49	SdPs-L	SdPs
43502	96.23	SdPs-L	SdPs
31554	94.32	SdPs-L	SdPs
39128	97.53	SdPs-L	SdPs
89143	100	SdPs-L	SdPs
34497	100	SdPs-L	SdPs
48566	100	SdPs-L	SdPs
42765	92.63	SdPs-L	SdPs
33744	100	SdPs-L	SdPs
14199	19.91	SdPs-S	SdPs
45874	100	SdPs-L	SdPs
20633	55.64	SdPs-S	SdPs
42530	100	SdPs-L	SdPs
45144	100	SdPs-L	SdPs
44524	100	SdPs-L	SdPs
38814	97.6	SdPs-L	SdPs
42402	100	SdPs-L	SdPs
37519	100	SdPs-L	SdPs
16013	36.54	SdPs-S	SdPs
42529	100	SdPs-L	SdPs
24107	53.81	SdPs-S	SdPs
32195	100	SdPs-L	SdPs
39758	98.51	SdPs-L	SdPs
20466	55.19	SdPs-S	SdPs
18897	40.42	SdPs-S	SdPs
58053	100	SdPs-L	SdPs
34970	99.46	SdPs-L	SdPs
39577	100	SdPs-L	SdPs
30212	66.44	SdPs-L	SdPs
17002	48.72	SdPs-S	SdPs
40492	96.57	SdPs-L	SdPs
41644	100	SdPs-L	SdPs
30318	85.53	SdPs-L	SdPs
16013	36.54	SdPs-S	SdPs
47679	100	SdPs-L	SdPs
14429	31.32	SdPs-S	SdPs
48623	100	SdPs-L	SdPs
67263	100	SdPs-L	SdPs
57008	100	SdPs-L	SdPs
41792	95.2	SdPs-L	SdPs
41236	100	SdPs-L	SdPs
41979	100	SdPs-L	SdPs
39345	74.09	SdPs-L	SdPs
46069	65.59	SdPs-L	SdPs
19731	61.52	SdPs-S	SdPs
40492	96.57	SdPs-L	SdPs
24358	50.34	SdPs-S	SdPs
37519	100	SdPs-L	SdPs
16013	36.54	SdPs-S	SdPs
49593	100	SdPs-L	SdPs
34416	92.77	SdPs-L	SdPs
46008	97	SdPs-L	SdPs
54803	100	SdPs-L	SdPs
23710	43.25	SdPs-S	SdPs
22264	49.35	SdPs-S	SdPs
35546	100	SdPs-L	SdPs
19988	43.53	SdPs-S	SdPs
53195	96.3	SdPs-L	SdPs
40492	96.57	SdPs-L	SdPs
16013	36.54	SdPs-S	SdPs
40629	100	SdPs-L	SdPs
45067	100	SdPs-L	SdPs
55619	100	SdPs-L	SdPs
42106	97.7	SdPs-L	SdPs
42883	98.61	SdPs-L	SdPs
42053	92.4	SdPs-L	SdPs
41692	99.43	SdPs-L	SdPs
44483	100	SdPs-L	SdPs
24820	51.53	SdPs-S	SdPs
37519	100	SdPs-L	SdPs
16013	36.54	SdPs-S	SdPs
41238	100	SdPs-L	SdPs
53783	100	SdPs-L	SdPs
37792	100	SdPs-L	SdPs
58910	100	SdPs-L	SdPs
55368	100	SdPs-L	SdPs
50495	100	SdPs-L	SdPs
44087	96.27	SdPs-L	SdPs
39254	97.55	SdPs-L	SdPs
47074	100	SdPs-L	SdPs
36086	20.92	SdPs-L	SdPs
40147	80.15	SdPs-L	SdPs
46240	100	SdPs-L	SdPs
42103	83.96	SdPs-L	SdPs
20667	45.05	SdPs-S	SdPs
35274	100	SdPs-L	SdPs
20466	47.64	SdPs-S	SdPs
35043	99.58	SdPs-L	SdPs
42737	100	SdPs-L	SdPs
55496	98.76	SdPs-L	SdPs
77426	100	SdPs-L	SdPs
42606	90.13	SdPs-L	SdPs
32195	100	SdPs-L	SdPs
39758	98.51	SdPs-L	SdPs
19651	100	SdPs-S	SdPs
42256	100	SdPs-L	SdPs
43353	100	SdPs-L	SdPs
40962	87.5	SdPs-L	SdPs
40492	96.57	SdPs-L	SdPs
48316	100	SdPs-L	SdPs
29738	94.12	SdPs-S	SdPs
43866	100	SdPs-L	SdPs
37519	100	SdPs-L	SdPs
40753	100	SdPs-L	SdPs
55619	100	SdPs-L	SdPs
57211	100	SdPs-L	SdPs
35330	100	SdPs-L	SdPs
43824	95.29	SdPs-L	SdPs
39102	100	SdPs-L	SdPs
48389	100	SdPs-L	SdPs
18346	49.47	SdPs-S	SdPs
48522	100	SdPs-L	SdPs
23103	35.71	SdPs-S	SdPs
45896	100	SdPs-L	SdPs
36304	100	SdPs-L	SdPs
45701	100	SdPs-L	SdPs
32195	100	SdPs-L	SdPs
39758	98.51	SdPs-L	SdPs
48648	100	SdPs-L	SdPs
50594	100	SdPs-L	SdPs
43600	90.98	SdPs-L	SdPs
20884	50.83	SdPs-S	SdPs
31980	95.33	SdPs-L	SdPs
44553	98.17	SdPs-L	SdPs
43431	100	SdPs-L	SdPs
59705	93.78	SdPs-L	SdPs
44604	100	SdPs-L	SdPs
38238	95.61	SdPs-L	SdPs
55790	100	SdPs-L	SdPs
43382	96.86	SdPs-L	SdPs
49444	91.34	SdPs-L	SdPs
35186	100	SdPs-L	SdPs
41096	100	SdPs-L	SdPs
32195	100	SdPs-L	SdPs
39758	98.51	SdPs-L	SdPs
39910	99.67	SdPs-L	SdPs
33631	100	SdPs-L	SdPs
50152	100	SdPs-L	SdPs
39011	97.66	SdPs-L	SdPs
29105	96.45	SdPs-S	SdPs
78372	100	SdPs-L	SdPs
54411	100	SdPs-L	SdPs
43096	100	SdPs-L	SdPs
42105	100	SdPs-L	SdPs
58053	100	SdPs-L	SdPs
34970	99.46	SdPs-L	SdPs
48163	100	SdPs-L	SdPs
39234	99.46	SdPs-L	SdPs
14408	34.21	SdPs-S	SdPs
41309	100	SdPs-L	SdPs
51303	100	SdPs-L	SdPs
